"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Wei Du 0004,Xi'an Jiaotong University,cn,Qiguang Miao,Xidian University,cn,2016,socnet
Wei Du 0004,Xi'an Jiaotong University,cn,Maoguo Gong,Xidian University,cn,2016,socnet
Wei Du 0004,Xi'an Jiaotong University,cn,Lijia Ma,Xidian University,cn,2016,socnet
Wei Du 0004,Xi'an Jiaotong University,cn,Shanfeng Wang,Xidian University,cn,2016,socnet
Xiaochen He,Cornell University,us,Xiangning Xu,Cornell University,us,2020,tcss
Xiaochen He,Cornell University,us,Haifeng Du,Xi'an Jiaotong University,cn,2020,tcss
Xiaochen He,Cornell University,us,Wei Du 0004,Xi'an Jiaotong University,cn,2020,tcss
Julia Lee,University of Michigan,us,Catherine T. Shea,Carnegie Mellon University,us,2019,socnet
Julia Lee,University of Michigan,us,Dongkyun Im,Seoul National University,kr,2019,socnet
Julia Lee,University of Michigan,us,Tanya Menon,Ohio State University,us,2019,socnet
Ying Tang 0001,Dalian Maritime University,cn,Ryan Hare,Rowan University,us,2020,tcss
Ying Tang 0001,Dalian Maritime University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Ying Tang 0001,Dalian Maritime University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2019,tcss
Ying Tang 0001,Dalian Maritime University,cn,Yong Yuan,Renmin University of China,cn,2019,tcss
Ying Tang 0001,Dalian Maritime University,cn,Xiwei Liu,Chinese Academy of Sciences,cn,2019,tcss
Raffaele Vacca,University of Florida,us,Valerio Leone Sciabolazza,University of Naples,it,2020,socnet
Raffaele Vacca,University of Florida,us,Christopher McCarty,University of Florida,us,2020,socnet
Raffaele Vacca,University of Florida,us,Miranda Jessica Lubbers,Autonomous University of Barcelona,es,2018,socnet
Raffaele Vacca,University of Florida,us,Giacomo Solano,Eindhoven University of Technology,nl,2018,socnet
Raffaele Vacca,University of Florida,us,José Luis Molina,Autonomous University of Barcelona,es,2018,socnet
Raffaele Vacca,University of Florida,us,Christopher McCarty,University of Florida,us,2018,socnet
Xiaoxiang Na,University of Cambridge,us,Yang Xing,Cranfield University,uk,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Chen Lv,Cranfield University,uk,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Zhaozhong Zhang,Cranfield University,uk,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Huaji Wang,Cranfield University,uk,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Dongpu Cao,University of Waterloo,us,2018,tcss
Xiaoxiang Na,University of Cambridge,us,Efstathios Velenis,Cranfield University,uk,2018,tcss
Qingzhan Zhao,Shihezi University,cn,Lianyong Qi,Qufu Normal University,cn,2021,tcss
Qingzhan Zhao,Shihezi University,cn,Xiaolong Xu 0001,Nanjing University,cn,2021,tcss
Qingzhan Zhao,Shihezi University,cn,Zhanyang Xu,Nanjing University,cn,2021,tcss
Qingzhan Zhao,Shihezi University,cn,Gautam Srivastava,Brandon University,ca,2021,tcss
Cherie Noteboom,Dakota State University,us,Mohammad Al-Ramahi,Texas A&M University,us,2020,tsc
Tanya Menon,Ohio State University,us,Catherine T. Shea,Carnegie Mellon University,us,2019,socnet
Tanya Menon,Ohio State University,us,Julia Lee,University of Michigan,us,2019,socnet
Tanya Menon,Ohio State University,us,Dongkyun Im,Seoul National University,kr,2019,socnet
Tanya Menon,Ohio State University,us,Catherine T. Shea,Carnegie Mellon University,us,2015,socnet
Tanya Menon,Ohio State University,us,Kyle Emich,University of Delaware,us,2015,socnet
Tanya Menon,Ohio State University,us,Edward Bishop Smith,Northwestern University,us,2015,socnet
Victor R. Prybutok,University of North Texas,us,Ami R. Moore,University of North Texas,us,2018,socnet
Victor R. Prybutok,University of North Texas,us,Foster Amey,Middle Tennessee State University,us,2018,socnet
Victor R. Prybutok,University of North Texas,us,Anh Ta,University of North Texas,us,2018,socnet
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee,us,Stephen L. France,Mississippi State University,us,2018,tcss
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee,us,William H. Batchelder,University of California - Irvine,us,2018,tcss
Qian Li 0009,Chongqing University,cn,Ming Xu 0008,Tsinghua University,cn,2019,tcss
Qian Li 0009,Chongqing University,cn,Yunpeng Xiao,Chongqing University,cn,2019,tcss
Qian Li 0009,Chongqing University,cn,Liangyun Liu,Chongqing University,cn,2019,tcss
Qian Li 0009,Chongqing University,cn,Hanchun Xiao,Chongqing University,cn,2019,tcss
Qian Li 0009,Chongqing University,cn,Bin Wu 0001,Beijing University of Posts and Telecommunications,cn,2019,tcss
Qian Li 0009,Chongqing University,cn,Jinghua Li,Chongqing University,cn,2020,tcss
Qian Li 0009,Chongqing University,cn,Yunpeng Xiao,Chongqing University,cn,2020,tcss
Qian Li 0009,Chongqing University,cn,Yangfu Zhu,Chongqing University,cn,2020,tcss
Saeed Farzi,K. N. Toosi University of Technology,ir,Mahsa Seifikar,K. N. Toosi University of Technology,ir,2020,tcss
Abolfazl Yaghmaei,University of Tehran,ir,Mohammad Javad Yazdanpanah,University of Tehran,ir,2021,tcss
Abolfazl Yaghmaei,University of Tehran,ir,Ehsan Ghezelbash,University of Tehran,ir,2021,tcss
Abolfazl Yaghmaei,University of Tehran,ir,Masoud Asadpour,University of Tehran,ir,2021,tcss
Dongwei Xu,Zhejiang University,cn,Yongdong Wang,Zhejiang University,cn,2019,tcss
Dongwei Xu,Zhejiang University,cn,Gui-jun Zhang,Zhejiang University,cn,2019,tcss
Yi Liu 0024,Zhejiang University,cn,Jinyin Chen,Zhejiang University,cn,2020,tcss
Yi Liu 0024,Zhejiang University,cn,Ziqiang Shi,Zhejiang University,cn,2020,tcss
Bernard Grofman,University of California - Irvine,us,Timothy J. Brazill,Mercer University,us,2002,socnet
Stanley Wasserman,University of Illinois at Urbana-Champaign,us,Bradley Crouch,University of Illinois at Urbana-Champaign,us,1999,socnet
Stanley Wasserman,University of Illinois at Urbana-Champaign,us,Carolyn J. Anderson,University of Illinois at Urbana-Champaign,us,1999,socnet
Douglas L. Steinley,University of Missouri,us,Michael J. Brusco,Florida State University,us,2015,socnet
Douglas L. Steinley,University of Missouri,us,Michaela Hoffman,University of Missouri,us,2015,socnet
Brigham S. Anderson,Carnegie Mellon University,us,Carter T. Butts,University of California - Irvine,us,1999,socnet
Brigham S. Anderson,Carnegie Mellon University,us,Kathleen M. Carley,Carnegie Mellon University,us,1999,socnet
Mark S. Handcock,University of Washington,us,Krista Gile,University of Washington,us,2009,socnet
Mark S. Handcock,University of Washington,us,Adrian E. Raftery,University of Washington,us,2009,socnet
Mark S. Handcock,University of Washington,us,Pavel N. Krivitsky,University of Washington,us,2009,socnet
Mark S. Handcock,University of Washington,us,Marijtje A. J. Van Duijn,University of Groningen,nl,2009,socnet
Mark S. Handcock,University of Washington,us,Peter D. Hoff,Duke University,us,2009,socnet
Martina Morris,University of Washington,us,Jonathan Stewart,Rice University,us,2019,socnet
Martina Morris,University of Washington,us,Michael Schweinberger,Rice University,us,2019,socnet
Martina Morris,University of Washington,us,Michal Bojanowski,Kozminski University,pl,2019,socnet
Dennis Li,The University of Texas Health Science Center at Houston,us,John A. Schneider,University of Chicago,us,2018,socnet
Dennis Li,The University of Texas Health Science Center at Houston,us,Ming Cao 0005,The University of Texas Health Science Center at Houston,us,2018,socnet
Dennis Li,The University of Texas Health Science Center at Houston,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2018,socnet
Dan J. Wang,Stanford University,us,Jure Leskovec,Stanford University,us,2012,socnet
Dan J. Wang,Stanford University,us,Daniel A. McFarland,Stanford University,us,2012,socnet
Dan J. Wang,Stanford University,us,Xiaolin Shi,Microsoft,us,2012,socnet
Huazhong Liu,Huazhong University of Science and Technology,cn,Zhi-Jie Wang 0009,Chongqing University,cn,2020,tcss
Huazhong Liu,Huazhong University of Science and Technology,cn,Xia Xie,Huazhong University of Science and Technology,cn,2020,tcss
Huazhong Liu,Huazhong University of Science and Technology,cn,Jihong Ding,Zhejiang University,cn,2020,tcss
Huazhong Liu,Huazhong University of Science and Technology,cn,Laurence T. Yang,Huazhong University of Science and Technology,cn,2020,tcss
Guoshuai Wei,Chongqing University,cn,Quanwang Wu,Chongqing University,cn,2021,tcss
Guoshuai Wei,Chongqing University,cn,Mengchu Zhou,King Abdulaziz University,sa,2021,tcss
Tong-Ying Tony Juang,National Taipei University,tw,Rong-Kuan Shen,Shih Hsin University,tw,2018,tcss
Tong-Ying Tony Juang,National Taipei University,tw,Victor R. L. Shen,Chaoyang University of Technology,tw,2018,tcss
Tong-Ying Tony Juang,National Taipei University,tw,Yi-Nan Lin,Ming Chi University of Technology,tw,2018,tcss
Tong-Ying Tony Juang,National Taipei University,tw,Soo Yong Lim,National Taipei University,tw,2018,tcss
Danwei Liang,Xi'an Jiaotong University,cn,Xiaolin Gui,Xi'an Jiaotong University,cn,2020,tcss
Danwei Liang,Xi'an Jiaotong University,cn,Jindong Cheng,Xi'an Jiaotong University,cn,2020,tcss
Danwei Liang,Xi'an Jiaotong University,cn,Ruowei Gui,Xi'an Jiaotong University,cn,2020,tcss
Danwei Liang,Xi'an Jiaotong University,cn,Dong Liao,Xi'an Jiaotong University,cn,2020,tcss
Danwei Liang,Xi'an Jiaotong University,cn,Jian An,Xi'an Jiaotong University,cn,2020,tcss
Jindong Cheng,Xi'an Jiaotong University,cn,Xiaolin Gui,Xi'an Jiaotong University,cn,2020,tcss
Jindong Cheng,Xi'an Jiaotong University,cn,Ruowei Gui,Xi'an Jiaotong University,cn,2020,tcss
Jindong Cheng,Xi'an Jiaotong University,cn,Dong Liao,Xi'an Jiaotong University,cn,2020,tcss
Jindong Cheng,Xi'an Jiaotong University,cn,Jian An,Xi'an Jiaotong University,cn,2020,tcss
Jindong Cheng,Xi'an Jiaotong University,cn,Danwei Liang,Xi'an Jiaotong University,cn,2020,tcss
Xianqi Yu,Shandong University,cn,Elisa Bertino,Purdue University,us,2018,tsc
Xianqi Yu,Shandong University,cn,Yuqing Sun,Shandong University,cn,2018,tsc
Marco T. Bastos,University of London,uk,Michael Levy,University of California - Davis,us,2018,socnet
Marco T. Bastos,University of London,uk,Neil McRoberts,University of California - Davis,us,2018,socnet
Marco T. Bastos,University of London,uk,Mark Lubell,University of California - Davis,us,2018,socnet
Marco T. Bastos,University of London,uk,Carlo Piccardi,Politecnico di Milano,it,2018,socnet
Martin Hilbert,University of California - Davis,us,Peter Monge,University of Southern California,us,2016,socnet
Martin Hilbert,University of California - Davis,us,Poong Oh,University of Pennsylvania,us,2016,socnet
Eric W. Welch,Arizona State University,us,Mary K. Feeney,Arizona State University,us,2018,socnet
Eric W. Welch,Arizona State University,us,Michael D. Siciliano,University of Illinois at Chicago,us,2018,socnet
Ashley R. Dainas,University of Indiana Bloomington,us,Susan C. Herring,University of Indiana Bloomington,us,2020,tsc
Peter W. Cardon,University of Southern California,us,Jolanta Aritz,University of Southern California,us,2020,tsc
Peter W. Cardon,University of Southern California,us,Anne Carolin Fleischmann,University of Southern California,us,2020,tsc
Anne Carolin Fleischmann,University of Southern California,us,Jolanta Aritz,University of Southern California,us,2020,tsc
Anne Carolin Fleischmann,University of Southern California,us,Peter W. Cardon,University of Southern California,us,2020,tsc
Jolanta Aritz,University of Southern California,us,Peter W. Cardon,University of Southern California,us,2020,tsc
Jolanta Aritz,University of Southern California,us,Anne Carolin Fleischmann,University of Southern California,us,2020,tsc
Thomas W. Valente,University of Southern California,us,Jennifer B. Unger,University of Southern California,us,2013,socnet
Thomas W. Valente,University of Southern California,us,Daniel W. Soto,University of Southern California,us,2013,socnet
Thomas W. Valente,University of Southern California,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2013,socnet
Thomas W. Valente,University of Southern California,us,Martin G. Everett,University of Manchester,uk,2016,socnet
Thomas W. Valente,University of Southern California,us,Tom A. B. Snijders,University of Groningen,nl,2017,socnet
Thomas W. Valente,University of Southern California,us,Ulrik Brandes,University of Konstanz,de,2017,socnet
Thomas W. Valente,University of Southern California,us,David Schoch,ETH Zurich,us,2017,socnet
Thomas W. Valente,University of Southern California,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2017,socnet
Thomas W. Valente,University of Southern California,us,Elizabeth Costenbader,Johns Hopkins University,us,2003,socnet
Thomas W. Valente,University of Southern California,us,Chih-Ping Chou,University of Southern California,us,2011,socnet
Thomas W. Valente,University of Southern California,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2011,socnet
Thomas W. Valente,University of Southern California,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2010,socnet
Matthew Baucum,University of Southern California,us,Jinshu Cui,University of Southern California,us,2020,tsc
Matthew Baucum,University of Southern California,us,Richard S. John,University of Southern California,us,2020,tsc
Judith Meinert,University of Duisburg-Essen,de,Magdalena Wischnewski,University of Duisburg-Essen,de,2021,tsc
Judith Meinert,University of Duisburg-Essen,de,Felix Brünker,University of Duisburg-Essen,de,2021,tsc
Judith Meinert,University of Duisburg-Essen,de,Milad Mirbabaie,University of Bremen,de,2021,tsc
Anna Priante,University of Twente,nl,Tijs A. van den Broek,University of Twente,nl,2019,socnet
Anna Priante,University of Twente,nl,Ariana Need,University of Twente,nl,2019,socnet
Anna Priante,University of Twente,nl,Djoerd Hiemstra,University of Twente,nl,2019,socnet
Anna Priante,University of Twente,nl,Michel L. Ehrenhard,University of Twente,nl,2019,socnet
Alon Bartal,Ben Gurion University of the Negev,il,Gilad Ravid,Ben Gurion University of the Negev,il,2019,socnet
Alon Bartal,Ben Gurion University of the Negev,il,Nava Pliskin,Ben Gurion University of the Negev,il,2019,socnet
Serhad Sarica,Singapore University of Technology and Design,sg,Sanjana Kadaba Viswanath,Singapore University of Technology and Design,sg,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Billy Pik Lik Lau,Singapore University of Technology and Design,sg,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Belinda Yuen,Singapore University of Technology and Design,sg,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Jianxi Luo,Singapore University of Technology and Design,sg,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Marakkalage Sumudu Hasala,Singapore University of Technology and Design,sg,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Richi Nayak,Queensland University of Technology,au,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Balasubramaniam Thirunavukarasu,Queensland University of Technology,au,2019,tcss
Serhad Sarica,Singapore University of Technology and Design,sg,Chau Yuen,Singapore University of Technology and Design,sg,2019,tcss
Marika Cifor,University of Washington,us,Patricia Garcia,University of Michigan,us,2020,tsc
Felix Brünker,University of Duisburg-Essen,de,Magdalena Wischnewski,University of Duisburg-Essen,de,2021,tsc
Felix Brünker,University of Duisburg-Essen,de,Judith Meinert,University of Duisburg-Essen,de,2021,tsc
Felix Brünker,University of Duisburg-Essen,de,Milad Mirbabaie,University of Bremen,de,2021,tsc
Harshit Srivastava,University of South Florida,us,Ravi Sankar,University of South Florida,us,2020,tcss
Wouter de Nooy,University of Amsterdam,nl,Jan Kleinnijenhuis,VU Amsterdam,us,2013,socnet
Kingshuk De,National Institute of Technology,in,Niloy Ganguly,IIT Kharagpur,in,2020,tcss
Kingshuk De,National Institute of Technology,in,Subrata Nandi,National Institute of Technology,in,2020,tcss
Kingshuk De,National Institute of Technology,in,Bivas Mitra,IIT Kharagpur,in,2020,tcss
Kingshuk De,National Institute of Technology,in,Sujoy Saha,National Institute of Technology,in,2020,tcss
Kingshuk De,National Institute of Technology,in,Aviral Shrivastava,IIT Kharagpur,in,2020,tcss
Kingshuk De,National Institute of Technology,in,Sandip Chakraborty,IIT Kharagpur,in,2020,tcss
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2012,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2014,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2000,socnet
Martin G. Everett,University of Manchester,uk,Chiara Broccatelli,University of Glasgow,uk,2018,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2018,socnet
Martin G. Everett,University of Manchester,uk,Johan H. Koskinen,University of Melbourne,us,2018,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2006,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2017,socnet
Martin G. Everett,University of Manchester,uk,Filip Agneessens,University of Trento,ru,2017,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2005,socnet
Martin G. Everett,University of Manchester,uk,Thomas W. Valente,University of Southern California,us,2016,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2010,socnet
Martin G. Everett,University of Manchester,uk,John P. Boyd 0002,University of California - Irvine,us,1999,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2013,socnet
Martin G. Everett,University of Manchester,uk,Stephen P. Borgatti,University of Kent,us,2020,socnet
Yi-Wei Chang,Sun Yat-sen University,cn,Chih-Ya Shen,National Tsing Hua University,tw,2018,tcss
Yi-Wei Chang,Sun Yat-sen University,cn,Mei-Chu Lin,Sun Yat-sen University,cn,2018,tcss
Yi-Wei Chang,Sun Yat-sen University,cn,Keng-Pei Lin,Sun Yat-sen University,cn,2018,tcss
Yi Li 0030,University of Texas at Tyler,us,Weili Wu,University of Texas at Dallas,us,2020,tcss
Yi Li 0030,University of Texas at Tyler,us,Yapu Zhang,Chinese Academy of Sciences,cn,2020,tcss
Yi Li 0030,University of Texas at Tyler,us,Wenguo Yang,Chinese Academy of Sciences,cn,2020,tcss
Yi Li 0030,University of Texas at Tyler,us,Weili Wu,University of Texas at Dallas,us,2019,tcss
Yi Li 0030,University of Texas at Tyler,us,Jing Yuan 0002,University of Texas at Dallas,us,2019,tcss
Yi Li 0030,University of Texas at Tyler,us,Jianmin Ma,Hebei Normal University,cn,2019,tcss
Yi Li 0030,University of Texas at Tyler,us,Deying Li 0001,Renmin University of China,cn,2019,tcss
Yi Li 0030,University of Texas at Tyler,us,Wenguo Yang,Chinese Academy of Sciences,cn,2019,tcss
Yi Li 0030,University of Texas at Tyler,us,Ruidong Yan,Renmin University of China,cn,2019,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2021,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Yancai Xu,Chinese Academy of Sciences,cn,2021,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2021,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Jun Jason Zhang,Wuhan University,cn,2020,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2020,tcss
Linyao Yang,Chinese Academy of Sciences,cn,Min Zhou 0003,Beijing Jiaotong University,cn,2020,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Bin Ning,Beijing Jiaotong University,cn,2018,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Hairong Dong,Beijing Jiaotong University,cn,2018,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Hairong Dong,Beijing Jiaotong University,cn,2019,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Qi Meng,Beijing Jiaotong University,cn,2019,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Jun Jason Zhang,Wuhan University,cn,2020,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2020,tcss
Min Zhou 0003,Beijing Jiaotong University,cn,Linyao Yang,Chinese Academy of Sciences,cn,2020,tcss
Johannes Illenberger,Berlin Institute of Technology,de,Gunnar Flötteröd,KTH - Royal Institute of Technology,se,2012,socnet
Chengjue Yuan,Shanghai Jiao Tong University,cn,Yinghua Huang,Zhejiang University,cn,2015,tcss
Chengjue Yuan,Shanghai Jiao Tong University,cn,Huan Zhou 0002,Zhejiang University,cn,2015,tcss
Chengjue Yuan,Shanghai Jiao Tong University,cn,Hongyang Zhao,Zhejiang University,cn,2015,tcss
Chengjue Yuan,Shanghai Jiao Tong University,cn,Jiming Chen 0001,Zhejiang University,cn,2015,tcss
Jiheng Huang,California State University at Los Angeles,us,Michael Muhlmeyer,California State University at Los Angeles,us,2019,tcss
Jiheng Huang,California State University at Los Angeles,us,Shaurya Agarwal,California State University at Los Angeles,us,2019,tcss
Shaurya Agarwal,California State University at Los Angeles,us,Michael Muhlmeyer,California State University at Los Angeles,us,2019,tcss
Shaurya Agarwal,California State University at Los Angeles,us,Jiheng Huang,California State University at Los Angeles,us,2019,tcss
Jun Jason Zhang,Wuhan University,cn,Gang Xiong 0001,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Fenghua Zhu,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Yong Yuan,Renmin University of China,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Shuangshuang Han,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Qingchun Lu,Wuhan University,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Yishi Lee,University of Denver,us,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Chunming Rong,University of Stavanger,no,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Yisheng Lv,Chinese Academy of Sciences,cn,2018,tcss
Jun Jason Zhang,Wuhan University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2019,tcss
Jun Jason Zhang,Wuhan University,cn,Yong Yuan,Renmin University of China,cn,2019,tcss
Jun Jason Zhang,Wuhan University,cn,Qingpeng Zhang,City University of Hong Kong,hk,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Min Zhou 0003,Beijing Jiaotong University,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Lifang Li,South China University of Technology,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Kelvin Kam-fai Tsoi,Chinese University of Hong Kong,hk,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Tianlu Gao,Wuhan University,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Linyao Yang,Chinese Academy of Sciences,cn,2020,tcss
Jun Jason Zhang,Wuhan University,cn,Wei Duan,National University of Defense Technology,cn,2020,tcss
Yinghua Huang,Zhejiang University,cn,Huan Zhou 0002,Zhejiang University,cn,2015,tcss
Yinghua Huang,Zhejiang University,cn,Jiming Chen 0001,Zhejiang University,cn,2015,tcss
Yinghua Huang,Zhejiang University,cn,Hongyang Zhao,Zhejiang University,cn,2015,tcss
Yinghua Huang,Zhejiang University,cn,Chengjue Yuan,Shanghai Jiao Tong University,cn,2015,tcss
Barry Markovsky,University of South Carolina,us,Mike Steketee,University of South Carolina,us,2011,socnet
Barry Markovsky,University of South Carolina,us,Brent Simpson,University of South Carolina,us,2011,socnet
Zhaozhong Zhang,Cranfield University,uk,Yang Xing,Cranfield University,uk,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Chen Lv,Cranfield University,uk,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Xiaoxiang Na,University of Cambridge,us,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Huaji Wang,Cranfield University,uk,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Dongpu Cao,University of Waterloo,us,2018,tcss
Zhaozhong Zhang,Cranfield University,uk,Efstathios Velenis,Cranfield University,uk,2018,tcss
Madichetty Sreenivasulu,National Institute of Technology,in,M. Sridevi,National Institute of Technology,in,2021,tcss
Ata Ullah,National University of Modern Languages,pk,Liyuan Liu,Shandong University,cn,2019,tcss
Ata Ullah,National University of Modern Languages,pk,Ali Li,Ludong University,cn,2019,tcss
Ata Ullah,National University of Modern Languages,pk,Runhe Huang,Hosei University,jp,2019,tcss
Ata Ullah,National University of Modern Languages,pk,Huansheng Ning,University of Science and Technology Beijing,cn,2019,tcss
Mehrnoosh Mirtaheri,University of Southern California,us,Aram Galstyan,University of Southern California,us,2021,tcss
Mehrnoosh Mirtaheri,University of Southern California,us,Greg Ver Steeg,University of Southern California,us,2021,tcss
Mehrnoosh Mirtaheri,University of Southern California,us,Fred Morstatter,USC Information Sciences Institute,us,2021,tcss
Mehrnoosh Mirtaheri,University of Southern California,us,Sami Abu-El-Haija,University of Southern California,us,2021,tcss
Lunfei Wang,Hefei University of Technology,cn,Weili Wu,University of Texas at Dallas,us,2021,tcss
Lunfei Wang,Hefei University of Technology,cn,Yuqi Fan,Hefei University of Technology,cn,2021,tcss
Lunfei Wang,Hefei University of Technology,cn,Ding-Zhu Du,University of Texas at Dallas,us,2021,tcss
Chenwang Zheng,Beijing Jiaotong University,cn,Shui Yu,University of Technology Sydney,au,2021,tcss
Chenwang Zheng,Beijing Jiaotong University,cn,Wenjie Ruan,University of Exeter,uk,2021,tcss
Chenwang Zheng,Beijing Jiaotong University,cn,Dan Tao,Beijing Jiaotong University,cn,2021,tcss
Jia Yang,Huazhong University of Science and Technology,cn,Xiao-Yang Liu,Columbia University,us,2020,tcss
Jia Yang,Huazhong University of Science and Technology,cn,Anwar Walid,Nokia Bell Labs,us,2020,tcss
Jia Yang,Huazhong University of Science and Technology,cn,Cai Fu,Huazhong University of Science and Technology,cn,2020,tcss
Jia Yang,Huazhong University of Science and Technology,cn,Laurence T. Yang,Huazhong University of Science and Technology,cn,2020,tcss
Jaeyeon Park,Yonsei university,kr,Juho Kim,KAIST,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Taesik Gong,KAIST,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Woojeong Kim,Ajou University,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Sung-Ju Lee,KAIST,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,JeongGil Ko,Yonsei University,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Joongyum Kim,KAIST,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Bogoan Kim,Ajou University,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Kyungsik Han,Ajou University,kr,2020,tsc
Jaeyeon Park,Yonsei university,kr,Evey Huang,Northwestern University,us,2020,tsc
Berat A. Erol,University of Texas at San Antonio,us,Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,2020,tcss
