"name","dept","area","count","adjustedcount","year"
Manh Cuong Pham,RWTH Aachen,snam,1.0,0.33333,2011
Manika Lamba,University of Delhi,snam,1.0,0.5,2018
Manish Bhanu,IIT Patna,tcss,1.0,0.2,2020
Manish Gupta 0001,Microsoft,tcss,1.0,0.25,2018
Manish Purohit,University of Maryland - College Park,socnet,1.0,0.33333,2013
Manish Singh 0002,Indian Institute of Technology,snam,1.0,0.25,2018
Manmeet Dhaliwal,University of Calgary,snam,1.0,0.25,2018
Manoel Miranda,UFMG,snam,1.0,0.125,2017
Mansoureh Takaffoli,University of Alberta,snam,1.0,0.2,2013
Mansoureh Takaffoli,University of Alberta,snam,1.0,0.25,2015
Manuel Fischer,University of Bern,socnet,1.0,0.5,2015
Manuel Fischer,University of Bern,socnet,1.0,0.25,2019
Manuel Sorge,TU Berlin,snam,1.0,0.25,2017
Mao Nishiguchi,University of Tokyo,snam,1.0,0.33333,2020
Maoguo Gong,Xidian University,socnet,1.0,0.16667,2016
Maoguo Gong,Xidian University,tcss,1.0,0.14286,2020
Maozhen Li,Tongji University,tcss,1.0,0.16667,2020
Marakkalage Sumudu Hasala,Singapore University of Technology and Design,tcss,1.0,0.11111,2019
Maram Kurdi,Taif University,snam,1.0,0.33333,2019
Maram Kurdi,Taif University,snam,1.0,0.33333,2021
Marc A. C. Sarazin,University of Oxford,socnet,1.0,1.0,2021
Marc G. Berman,University of Chicago,jsc,1.0,0.14286,2020
Marc Lemercier,CNRS,snam,1.0,0.33333,2013
Marc Plantevit,CNRS,snam,2.0,0.5,2015
Marc Punkay,University of Chicago,socnet,1.0,0.16667,2017
Marcel A. L. M. van Assen,Tilburg University,socnet,1.0,0.5,2007
Marcel A. L. M. van Assen,Tilburg University,socnet,1.0,0.5,2008
Marcel A. L. M. van Assen,Tilburg University,socnet,1.0,0.25,2009
Marcel A. L. M. van Assen,Tilburg University,socnet,1.0,0.33333,2012
Marcel A. L. M. van Assen,Tilburg University,socnet,1.0,0.5,2013
Marcelo Dias de Amorim,CNRS,snam,1.0,0.25,2014
Marcelo Mendoza,Technical University Federico Santa María,snam,1.0,0.33333,2019
Marcelo Mendoza,Technical University Federico Santa María,snam,1.0,0.5,2021
Marcelo Ribeiro-Alves,National Institute of Infectious Diseases Evandro Chagas,socnet,1.0,0.25,2018
Marcelo S. Amaral,State University of Southwestern of Bahia,tsc,1.0,0.25,2020
Marcin Budka,Bournemouth University,snam,1.0,0.25,2013
Marcin Grzegorzek,University of Economics in Katowice,tcss,1.0,0.33333,2018
Marco Cinnirella,Royal Holloway University of London,socnet,1.0,0.25,2015
Marco Conti,Institute of Informatics and Telematics of CNR,socnet,1.0,0.25,2015
Marco Corneli,University Paris 1 Panthéon Sorbonne,snam,1.0,0.33333,2016
Marco Elio Tabacchi,University of Palermo,snam,1.0,0.33333,2012
Marco Gonzalez,Harvard University,socnet,1.0,0.2,2008
Marco Rosa,University of Milan,snam,1.0,0.33333,2013
Marco T. Bastos,University of London,socnet,1.0,0.2,2018
Marco Viviani,University of Milan,snam,1.0,0.33333,2021
Marcos A. C. Oliveira,Florida Institute of Technology,snam,1.0,0.33333,2015
Marcos G. Quiles,University of Sao Paulo,snam,1.0,0.25,2021
Marcos Grilo Rosa,State University of Feira de Santana,snam,1.0,0.25,2014
Marcos Grilo Rosa,State University of Feira de Santana,snam,1.0,0.25,2020
Marcos Wander Rodrigues,Catholic University,snam,1.0,0.33333,2021
Mareike Bockholt,University of Kaiserslautern,snam,1.0,0.5,2021
Margam Madhusudhan,University of Delhi,snam,1.0,0.5,2018
Margaret Hellard,Burnet Institute,socnet,1.0,0.11111,2013
Margaret K. Chojnacki,Barry University,socnet,1.0,0.33333,2006
Margaret Kerr,University of Örebro,socnet,1.0,0.2,2012
Margarita Vitoropoulou,University of Athens,tcss,2.0,0.5,2021
Marge M. Benham-Hutchins,Texas A&M University,socnet,1.0,0.2,2020
Maria Carla Calzarossa,University of Pavia,snam,1.0,0.16667,2019
Maria G. Koziri,University of thessaly,snam,1.0,0.16667,2017
Maria Glenski,Pacific Northwest National Laboratory,tcss,1.0,0.33333,2017
Maria Glenski,Pacific Northwest National Laboratory,tcss,1.0,0.33333,2018
Maria Glenski,Pacific Northwest National Laboratory,tcss,1.0,0.25,2021
Maria Grazia Vigliotti,Imperial College London,socnet,1.0,0.5,2015
Maria Liakata,University of Warwick,tsc,1.0,0.2,2018
Maria Luisa Sapino,University of Torino,snam,1.0,0.25,2016
Maria Patrizia Vittoria,Institute for Research on Innovation and Services for Development (IRISS),snam,1.0,0.5,2016
Maria Prokofieva,Victoria University Business School,snam,1.0,0.5,2020
Maria Prosperina Vitale,University of Salerno,socnet,1.0,0.25,2013
Maria Prosperina Vitale,University of Salerno,socnet,1.0,0.33333,2019
Maria Rosaria D'Esposito,University of Salerno,socnet,1.0,0.33333,2014
Mariarosaria Lombardi,University of Foggia,socnet,1.0,0.16667,2020
Marie Joan Kristine Gloria,The Aspen Institute,tcss,1.0,0.2,2018
Marie Ouellet,University of Montreal,socnet,1.0,0.33333,2017
Marie Ouellet,University of Montreal,socnet,1.0,0.5,2018
Marie-Odile Lebeaux,CNRS,socnet,1.0,0.5,2005
Marieke Vlaemynck,University of Gent,socnet,1.0,0.2,2017
Marieke Wissink,Maastricht University,socnet,1.0,0.5,2018
Mariela Szwarcberg,University of Chicago,socnet,1.0,1.0,2012
Marije Wouters,University of Amsterdam,socnet,1.0,0.2,2017
Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,socnet,1.0,0.33333,1999
Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,socnet,1.0,0.25,2004
Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,socnet,2.0,0.66667,2009
Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,socnet,1.0,0.14286,2012
Marika Cifor,University of Washington,tsc,1.0,0.5,2020
Marina Hennig,Humboldt University of Berlin,socnet,1.0,1.0,2007
Mario Diani,Universitat Pompeu Fabra,socnet,1.0,1.0,2007
Mario Diani,Universitat Pompeu Fabra,socnet,1.0,0.33333,2012
Mario Diani,Universitat Pompeu Fabra,socnet,1.0,0.33333,2013
Mario G. C. A. Cimino,University of Pisa,tcss,1.0,0.2,2019
Mario Luis Small,Harvard University,socnet,1.0,1.0,2013
Mario Luis Small,Harvard University,socnet,1.0,0.33333,2015
Mario Luis Small,Harvard University,socnet,1.0,0.5,2016
Marios D. Dikaiakos,University of Cyprus,snam,1.0,0.25,2016
Marisa Vasconcelos,IBM,snam,1.0,0.25,2021
Marjolein I. Broese van Groenou,Vrije University Amsterdam,socnet,1.0,0.33333,2007
Mark Alan Junho Song,Catholic University,snam,1.0,0.33333,2021
Mark Caudell,Washington State University,socnet,1.0,0.33333,2015
Mark E. Feinberg,Pennsylvania State University,socnet,1.0,0.2,2011
Mark E. J. Newman,Santa Fe Institute,socnet,1.0,1.0,2003
Mark Frederickson,University of Illinois at Urbana-Champaign,socnet,1.0,0.16667,2018
Mark H. Chignell,University of Toronto,tcss,1.0,0.33333,2020
Mark Handcock,University of Washington,socnet,1.0,0.2,2007
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,socnet,1.0,0.2,2012
Mark House,University of Florida,socnet,1.0,0.25,2006
Mark Huisman,University of Groningen,snam,1.0,0.5,2019
Mark Huisman,University of Groningen,socnet,1.0,0.5,2008
Mark Huisman,University of Groningen,socnet,1.0,0.25,2020
Mark Kibanov,University of Kassel,snam,1.0,0.25,2014
Mark Kibanov,University of Kassel,snam,1.0,0.25,2017
Mark Levene,University of London,socnet,1.0,0.33333,2007
Mark Lubell,University of California - Davis,socnet,1.0,0.5,2015
Mark Lubell,University of California - Davis,socnet,1.0,0.2,2018
Mark M. Fredrickson,University of Michigan,socnet,1.0,0.5,2019
Mark Patrick Roeling,University of Oxford,socnet,1.0,0.5,2020
Mark Rouncefield,Lancaster University,tsc,1.0,0.2,2018
Mark S. Handcock,University of Washington,socnet,2.0,0.58333,2009
Mark S. Mizruchi,University of Michigan,socnet,1.0,0.5,2006
Mark S. Mizruchi,University of Michigan,socnet,1.0,0.5,2008
Mark S. Mizruchi,University of Michigan,socnet,1.0,0.5,2010
Mark Sanderson,Massachusetts Institute of Technology,tsc,1.0,0.25,2019
Mark Tranmer,University of Glasgow,socnet,1.0,0.5,2010
Mark Tranmer,University of Glasgow,socnet,2.0,0.66667,2016
Mark Tranmer,University of Glasgow,socnet,1.0,0.5,2019
Mark Tranmer,University of Glasgow,socnet,1.0,0.2,2021
Mark Wittek,Institute of Sociology,socnet,1.0,0.33333,2020
Mark Woodward,Arizona State University,snam,1.0,0.090909,2013
Mark Zachry,University of Washington,tsc,1.0,0.5,2021
Markos Aivazoglou,Institute of Computer Science,snam,1.0,0.14286,2020
Markus Gamper,University of Cologne,socnet,1.0,0.25,2014
Markus Gamper,University of Cologne,socnet,2.0,0.83333,2018
Markus Strohmaier,RWTH Aachen,tcss,1.0,0.25,2014
Markus Strohmaier,RWTH Aachen,tsc,2.0,0.36667,2019
Marshall Scott Poole,University of Illinois at Urbana-Champaign,socnet,1.0,0.2,2012
Marshall Scott Poole,University of Illinois at Urbana-Champaign,socnet,1.0,0.125,2021
Marthie Grobler,CSIRO,tcss,1.0,0.2,2020
Martijn J. Burger,Erasmus University Rotterdam,socnet,1.0,0.5,2009
Martin Abraham,University of Erlangen-Nuremberg,socnet,1.0,0.5,2016
Martin Atzmueller,University of Kassel,snam,1.0,0.25,2014
Martin Bouchard 0002,Simon Fraser University,socnet,1.0,0.33333,2013
Martin Bouchard 0002,Simon Fraser University,socnet,3.0,0.78333,2017
Martin Bouchard 0002,Simon Fraser University,socnet,1.0,0.25,2021
Martin Cadeiras,University of California - Los Angeles,snam,1.0,0.25,2013
Martin G. Everett,University of Manchester,socnet,1.0,0.5,1999
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2005
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2006
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2010
Martin G. Everett,University of Manchester,socnet,2.0,1.0,2012
Martin G. Everett,University of Manchester,socnet,2.0,1.0,2013
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2014
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2016
Martin G. Everett,University of Manchester,socnet,1.0,0.33333,2017
Martin G. Everett,University of Manchester,socnet,1.0,0.25,2018
Martin G. Everett,University of Manchester,socnet,1.0,0.5,2020
Martin Gueuning,Catholic University,tcss,1.0,0.2,2019
Martin Hilbert,University of California - Davis,socnet,1.0,0.33333,2016
Martin Innes,Cardiff University,tcss,1.0,0.14286,2018
Martin Kilduff,Pennsylvania State University,socnet,1.0,0.5,2002
Martin Mader,University of Konstanz,socnet,1.0,0.33333,2012
Martin Ruef,University of North Carolina,socnet,1.0,1.0,2002
Martin Van Der Gaag,Free University,socnet,1.0,0.5,2005
Martin Watts,University of Newcastle,socnet,1.0,0.14286,2012
Martina Morris,University of Washington,socnet,1.0,0.5,2007
Martina Morris,University of Washington,socnet,1.0,0.25,2019
Martine Collard,University of the French West Indies and Guiana,snam,1.0,0.5,2014
Mary K. Feeney,Arizona State University,socnet,1.0,0.33333,2018
Mary Selden,University of Georgia,socnet,1.0,0.5,2018
Maryam Heidarypanah,Islamic Azad University,snam,1.0,0.33333,2020
Maryam Zamanian,Arak University of Medical Sciences,snam,1.0,0.25,2018
Marzieh Soltanolkottabi,Kansas State University,tcss,1.0,0.33333,2019
Masaaki Terai,RIKEN Advanced Institute for Computational Science,socnet,1.0,0.16667,2019
Masahiro Hamasaki,National Institute of Advanced Industrial Science and Technology (AIST),snam,1.0,0.25,2012
Masahiro Hamasaki,National Institute of Advanced Industrial Science and Technology (AIST),snam,1.0,0.33333,2015
Masahiro Iwahashi,Nagaoka University of Technology,tcss,1.0,0.5,2021
Masahiro Kimura,Aoyama Gakuin University,snam,1.0,0.2,2021
Masaki Tomochi,Chuo University,socnet,1.0,1.0,2004
Masaomi Kimura,Shibaura Institute of Technology,snam,1.0,1.0,2020
Masarah Paquet-Clouston,University of Montreal,socnet,1.0,0.33333,2017
Masataka Nakamura,University of Tokyo,snam,1.0,0.5,2017
Mason A. Porter,University of California - Los Angeles,socnet,1.0,0.5,2018
Masoud Asadpour,University of Tehran,snam,1.0,0.33333,2019
Masoud Asadpour,University of Tehran,snam,1.0,0.33333,2021
Masoud Asadpour,University of Tehran,tcss,1.0,0.25,2021
Masoud Makrehchi,University of Ontario Institute of Technology,snam,1.0,0.5,2020
Massimo Franceschet,University of Udine,socnet,1.0,0.5,2013
Mathew D. McCubbins,University of Southern California,socnet,1.0,0.33333,2014
Mathew Parackal,University of Otago,snam,1.0,0.33333,2021
Mathias R. Kuhnt,Dresden University of Technology,snam,1.0,0.5,2014
Mathias Weller,TU Berlin,snam,1.0,0.25,2013
Mathias-Felipe de-Lima-Santos,University of Navarra,snam,1.0,0.25,2021
Mathieu O'Neil,Australian National University,socnet,1.0,0.5,2011
Mathieu d'Aquin,National University of Ireland,snam,1.0,0.33333,2019
Mathijs Kros,Utrecht University,socnet,1.0,0.33333,2021
Mathijs de Vaan,University of California - Berkeley,socnet,1.0,0.5,2020
Matloob Khushi,University of Sydney,tcss,1.0,0.2,2021
Matteo Francia,University of Bologna,snam,1.0,0.33333,2019
Matteo Golfarelli,University of Bologna,snam,1.0,0.33333,2019
Matteo Magnani,Uppsala University,snam,2.0,0.53333,2016
Matteo Magnani,Uppsala University,snam,1.0,0.33333,2021
Matteo Magnani,Uppsala University,tsc,1.0,0.2,2019
Matthew Baucum,University of Southern California,tsc,1.0,0.33333,2020
Matthew C. Mahutga,University of California - Riverside,socnet,1.0,0.25,2010
Matthew Dabkowski,University of Arizona,socnet,1.0,0.33333,2015
Matthew Dabkowski,University of Arizona,socnet,1.0,0.33333,2016
Matthew E. Brashears,University of South Carolina,socnet,1.0,1.0,2010
Matthew E. Brashears,University of South Carolina,socnet,1.0,1.0,2011
Matthew E. Brashears,University of South Carolina,socnet,1.0,0.5,2015
Matthew E. Brashears,University of South Carolina,socnet,2.0,0.83333,2016
Matthew E. Brashears,University of South Carolina,socnet,1.0,0.5,2018
Matthew E. Brashears,University of South Carolina,socnet,1.0,0.25,2020
Matthew Hamilton,Ohio State University,socnet,1.0,0.33333,2020
Matthew Hamilton,Ohio State University,socnet,1.0,0.1,2021
Matthew J. Denny,Pennsylvania State University,socnet,1.0,0.2,2017
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,tcss,1.0,0.2,2014
Matthew J. Salganik,Princeton University,socnet,1.0,0.16667,2011
Matthew J. Silk,University of Exeter,socnet,1.0,1.0,2018
Matthew Johnson 0002,Durham University,socnet,1.0,0.33333,2015
Matthew L. Williams,Cardiff University,snam,1.0,0.11111,2014
Matthew L. Williams,Cardiff University,tcss,1.0,0.25,2019
Matthew S. Gerber,University of Virginia,tcss,1.0,0.5,2018
Matthew Smith 0009,University of Greenwich,socnet,1.0,0.33333,2019
Matthew T. Pietryka,University of California - Davis,socnet,1.0,0.33333,2014
Matthias Heymann,York University,snam,1.0,0.2,2021
Matthias Hirth,University of Würzburg,snam,1.0,0.2,2014
Matthias Jarke,RWTH Aachen,snam,1.0,0.33333,2011
Matthias Kohnen,Hasso-Plattner-Institut,snam,1.0,0.25,2012
Matthias Kowald,ETH Zurich,socnet,1.0,0.33333,2013
Matthieu Latapy,CNRS,snam,2.0,0.58333,2013
Matthieu Latapy,CNRS,snam,1.0,0.33333,2016
Matthieu Latapy,CNRS,snam,1.0,0.33333,2018
Matthieu Latapy,CNRS,socnet,1.0,0.33333,2008
Matthijs Kalmijn,Tilburg University,socnet,1.0,1.0,2003
Matthijs Kalmijn,Tilburg University,socnet,1.0,0.5,2007
Maunendra Sankar Desarkar,IIT Hyderabad,tcss,1.0,0.5,2018
Maurice Koster,University of Amsterdam,socnet,1.0,0.25,2012
Maurits de Klepper,VU Amsterdam,socnet,1.0,0.25,2010
Maurizio Cardaci,University of Palermo,snam,1.0,0.33333,2012
Maurizio Prosperi,University of Foggia,socnet,1.0,0.16667,2020
Mauro Coletto,Ca' Foscari University of Venice,snam,1.0,0.25,2017
Mauro Gatti,Sapienza University of Rome,socnet,1.0,0.16667,2020
Max E. Coleman,Indiana University,socnet,1.0,0.2,2021
Maxime Reeves-Latour,University of Montreal,socnet,1.0,0.5,2017
Maximilian Vierlboeck,Stevens Institute of Technology,tcss,1.0,0.33333,2021
Maximilian Vogel,Karlsruhe Institute of Technology,snam,1.0,0.25,2016
Mayank Aggarwal,Indian Institute of Management,socnet,1.0,0.33333,2020
Mayank Singh 0001,IIT Gandhinagar,tcss,1.0,0.5,2020
Mayank Yadav,Indian Institute of Technology,snam,1.0,0.5,2016
Maytham Safar,Kuwait University,snam,1.0,0.33333,2013
Mayukh Dass,Texas Tech University,socnet,1.0,0.33333,2014
Mazen El-Masri,Qatar University,snam,1.0,0.33333,2017
Md Abdul Alim,University of Florida,snam,1.0,0.25,2014
Md Abdul Alim,University of Florida,tcss,1.0,0.2,2018
Md Arquam,National Institute of Technology,snam,1.0,0.33333,2021
Md Omar Faruk Rokon,University of California - Riverside,snam,1.0,0.25,2021
Md. Abu Naser,Islamic University of Technology (IUT),snam,1.0,0.25,2014
Md. Abul Bashar,Queensland University of Technology,snam,2.0,0.5,2021
Md. Imrul Kayes,University of South Florida,tcss,1.0,0.5,2015
Md. Mazharul Islam,University of Dhaka (Affiliated),snam,1.0,0.25,2021
Md. Mostofa Ali Patwary,Western University,snam,1.0,0.25,2014
Md. Nafiz Hamid,Islamic University of Technology (IUT),snam,1.0,0.25,2014
Md. Rafiqul Islam 0006,University of Technology Sydney,snam,1.0,0.25,2020
Md. Saddam Hossain Mukta,Bangladesh University of Engineering and Technology,snam,1.0,0.33333,2016
Md. Shafaeat Hossain,Southern Connecticut State University,snam,1.0,0.33333,2020
Meera Narasimhan,University of South Carolina,tsc,1.0,0.11111,2021
Meera Vengadasubbu,Stanford University,socnet,1.0,0.33333,2017
Meeyoung Cha,KAIST,snam,1.0,0.33333,2012
Megan Coffee,York University,snam,1.0,0.2,2021
Megan Grunert Kowalske,Western Michigan University,snam,1.0,0.5,2021
Mehdi Azaouzi,Institute of Computer Science,snam,1.0,0.33333,2019
Mehdi Farrokhbakht Foumani,Islamic Azad University,snam,1.0,0.33333,2021
Mehdi Ghazanfari,Iran University of Science and Technology,snam,1.0,0.5,2016
Mehdi Hosseinzadeh 0001,Iran University of Medical Sciences,snam,1.0,0.33333,2018
Mehdi Kaytoue,CNRS,snam,1.0,0.25,2015
Mehjabin Khatoon,B S Abdur Rahman Crescent Institute of Science and Technology,snam,1.0,0.5,2019
Mehmet Hadi Gunes,University of Nevada,snam,1.0,0.5,2018
Mehmet Kaya,Euphrates University,snam,1.0,0.5,2016
Mehmet Kaya,Euphrates University,snam,1.0,0.5,2018
Mehmet Kaya,Euphrates University,snam,1.0,0.33333,2021
Mehmet Kayaalp 0001,TOBB Economics and Technology University,snam,1.0,0.33333,2011
Mehrdad Farajtabar,Georgia Institute of Technology,snam,1.0,0.2,2015
Mehrnoosh Mirtaheri,University of Southern California,tcss,1.0,0.2,2021
Mehwish Nasim,University of Konstanz,snam,1.0,0.25,2021
Mehwish Nasim,University of Konstanz,tcss,1.0,0.25,2016
Mei-Chu Lin,Sun Yat-Sen University,tcss,1.0,0.25,2018
Meikang Qiu,Shenzhen University,tcss,1.0,0.25,2020
Meiqin Liu,Zhejiang University,tcss,1.0,0.25,2020
Meizi Li,Shanghai Normal University,tcss,1.0,0.25,2019
Meizi Li,Shanghai Normal University,tcss,1.0,0.2,2021
Melissa A. Clark,University of Massachusetts,socnet,1.0,0.25,2018
Meng Xi,Zhejiang University,tcss,1.0,0.25,2019
MengChu Zhou,Macau University of Science and Technology,tcss,2.0,0.5,2019
MengChu Zhou,Macau University of Science and Technology,tcss,2.0,0.4,2020
MengChu Zhou,Macau University of Science and Technology,tcss,1.0,0.25,2021
Mengbin Ye,Curtin University,tcss,1.0,0.16667,2020
Mengchu Zhou,King Abdulaziz University,tcss,2.0,0.66667,2020
Mengchu Zhou,King Abdulaziz University,tcss,1.0,0.33333,2021
Menglin Li,Northeast Normal University,tcss,1.0,0.2,2019
Mengmeng Zhu,North Carolina State University,tcss,1.0,0.5,2020
Mengxiao Zhu,Rutgers University,socnet,1.0,0.33333,2013
Mengzhen Kang,Qingdao Academy of Intelligent Industries,tcss,1.0,0.16667,2019
Meredith Rolfe,London School of Economics and Political Science,socnet,1.0,0.5,2014
Meredith W. Francis,Case Western Reserve University,socnet,1.0,1.0,2020
Meysam Ghaffari,Florida State University,snam,1.0,0.25,2021
Mi Wen,Shanghai University,tcss,1.0,0.16667,2015
Mianxiong Dong,Muroran Institute of Technology,tcss,2.0,0.5,2015
Mianxiong Dong,Muroran Institute of Technology,tcss,2.0,0.5,2019
Mianxiong Dong,Muroran Institute of Technology,tcss,2.0,0.5,2020
Mianxiong Dong,Muroran Institute of Technology,tcss,1.0,0.14286,2021
Miao Fu,Hunan University,tcss,1.0,0.25,2019
Miao Zhao,The Hong Kong Polytechnic University,tcss,1.0,0.125,2017
Micha Mandel,The Hebrew University,socnet,1.0,1.0,2000
Michael Bosnjak,ZPID - Leibniz Institute for Psychology Information,socnet,1.0,0.2,2019
Michael Bourgeois,University of California - Santa Barbara,socnet,1.0,0.5,2001
Michael Brutz,University of Colorado,snam,1.0,0.5,2015
Michael Brzezinski,Purdue University,socnet,1.0,0.25,2013
Michael Busch,University of California - Santa Barbara,snam,1.0,0.2,2014
Michael Caldara,University of California - Irvine,socnet,1.0,0.5,2013
Michael Crawford,Florida Atlantic University,snam,1.0,0.25,2017
Michael D. Siciliano,University of Illinois at Chicago,socnet,1.0,0.33333,2012
Michael D. Siciliano,University of Illinois at Chicago,socnet,1.0,0.33333,2017
Michael D. Siciliano,University of Illinois at Chicago,socnet,1.0,0.33333,2018
Michael E. Papka,Argonne National Laboratory,jsc,1.0,0.14286,2020
Michael Fire,University of Washington,snam,1.0,0.25,2014
Michael Fire,University of Washington,snam,1.0,0.33333,2018
Michael Genkin,Singapore Management University,socnet,1.0,0.5,2017
Michael H. Smith,University of California - Berkeley,tcss,1.0,0.2,2018
Michael Hamann,Karlsruhe Institute of Technology,snam,1.0,0.2,2016
Michael Howard,Texas A&M University,socnet,1.0,0.33333,2018
Michael J. Barber,AIT Austrian Institute of Technology GmbH,socnet,1.0,0.33333,2011
Michael J. Brusco,Florida State University,socnet,2.0,2.0,2011
Michael J. Brusco,Florida State University,socnet,2.0,0.83333,2015
Michael J. Brusco,Florida State University,socnet,1.0,0.5,2019
Michael J. Lanham,United States Military Academy,tcss,1.0,0.25,2017
Michael J. Mason,Villanova University,socnet,1.0,0.5,2012
Michael J. Paul,University of Colorado,snam,1.0,0.5,2021
Michael Johnston,University of California - Los Angeles,socnet,1.0,0.33333,2004
Michael K. Martin,Carnegie Mellon University,snam,1.0,0.33333,2013
Michael K. Orbach,Duke University,socnet,1.0,0.5,2002
Michael Kaufmann 0001,University of Tübingen,snam,1.0,0.5,2011
Michael Koch 0001,Bundeswehr University Munich,snam,1.0,0.33333,2013
Michael Laraia,University of Minnesota,tsc,1.0,0.2,2019
Michael Levy,University of California - Davis,socnet,1.0,0.2,2018
Michael Macy,Cornell University,snam,1.0,0.2,2016
Michael Macy,Cornell University,socnet,1.0,0.33333,2012
Michael Macy,Cornell University,socnet,1.0,0.25,2019
Michael Masuch,University of Amsterdam,socnet,1.0,0.5,2003
Michael Mathioudakis,CNRS,tsc,1.0,0.25,2018
Michael McBride,University of California - Irvine,socnet,1.0,0.5,2013
Michael Muhlmeyer,California State University at Los Angeles,tcss,1.0,0.33333,2019
Michael Neblo,Ohio State University,socnet,1.0,0.33333,2019
Michael Prilla,Clausthal University of Technology,tsc,1.0,0.2,2018
Michael R. Lyu,Chinese University of Hong Kong,snam,1.0,0.25,2018
Michael S. Kowal,University of Massachusetts,socnet,1.0,0.25,2015
Michael Salter-Townshend,University of Oxford,socnet,1.0,0.33333,2015
Michael Schweinberger,Rice University,socnet,1.0,0.33333,2014
Michael Schweinberger,Rice University,socnet,1.0,0.25,2019
Michael Szell,University of Vienna,socnet,1.0,0.5,2010
Michael T. Heaney,University of Michigan,socnet,1.0,1.0,2014
Michael Taylor 0002,University of Wolverhampton,snam,1.0,0.2,2017
Michael TenEyck,University of Texas at Dallas,socnet,1.0,0.25,2014
Michael W. Macy,University of Virginia,snam,1.0,0.052632,2020
Michael Windzio,University of Bremen,socnet,1.0,1.0,2015
Michael Windzio,University of Bremen,socnet,1.0,1.0,2018
Michael Withers,Texas A&M University,socnet,1.0,0.33333,2018
Michaela Hoffman,University of Missouri,socnet,1.0,0.33333,2015
Michal Bojanowski,Kozminski University,socnet,1.0,0.5,2014
Michal Bojanowski,Kozminski University,socnet,1.0,0.25,2019
Michal Jankowski-Lorek,Polish-Japanese Institute of Information Technology,snam,1.0,0.25,2013
Michalis Faloutsos,University of California - Riverside,snam,1.0,0.25,2017
Michalis Faloutsos,University of California - Riverside,snam,1.0,0.25,2021
Michalis Korakakis,Ionian University,snam,1.0,0.25,2017
Michel Grossetti,CNRS,socnet,1.0,1.0,2005
Michel Grossetti,CNRS,socnet,1.0,1.0,2007
Michel Grossetti,CNRS,socnet,1.0,0.33333,2018
Michel L. Ehrenhard,University of Twente,socnet,1.0,0.2,2019
Michela Del Vicario,IMT School for Advanced Studies,socnet,1.0,0.2,2017
Michela Iannotta,Sapienza University of Rome,socnet,1.0,0.16667,2020
Michele Coscia,University of Namur,socnet,1.0,0.5,2018
Michele L. Barnes,University of Hawaii at Manoa,socnet,1.0,0.25,2016
Michele L. Barnes,University of Hawaii at Manoa,socnet,1.0,0.1,2021
Michele Starnini,University of Barcelona,socnet,1.0,0.33333,2016
Michele Tumminello,University of Palermo,socnet,1.0,0.25,2021
Michelle Birkett,Western University,socnet,1.0,0.25,2017
Michelle Birkett,Western University,socnet,1.0,0.16667,2021
Michelle Purcell,Drexel University,tsc,1.0,0.5,2018
Mick J. Ridley,University of Bradford,snam,1.0,0.16667,2011
Midde. Venkateswarlu Naik,NTUA,snam,1.0,0.33333,2021
Miel W. Ribbe,VU Amsterdam,socnet,1.0,0.2,2013
Miguel Romance,King Juan Carlos University,snam,1.0,0.2,2020
Miguel Romero 0005,Pontifical Javeriana University,snam,1.0,0.25,2020
Mihai Udrescu,Politehnica University of Timisoara,snam,1.0,0.2,2019
Miia Sainio,University of Turku,socnet,2.0,0.39286,2012
Miin-Shen Yang,Chung Yuan Christian University,socnet,1.0,0.33333,2020
Mikael Desertot,CNRS,snam,1.0,0.25,2013
Mike Steketee,University of South Carolina,socnet,2.0,0.66667,2011
Mike Walmsley,University of Oxford,tsc,1.0,0.2,2019
Mikel Joaristi,Boise State University,snam,1.0,0.33333,2019
Mikko A. Salo,University of Joensuu,socnet,1.0,0.25,2003
Mikko Salminen,Tampere University,tsc,1.0,0.16667,2021
Milad Mirbabaie,University of Bremen,tsc,1.0,0.25,2021
Milind Tambe,Harvard University,socnet,1.0,0.2,2020
Miller Ferreira,UFMG,snam,1.0,0.125,2017
Min Fan,Shandong University,socnet,1.0,0.2,2020
Min Gu,Nanjing University,tcss,1.0,0.25,2020
Min Jiang 0005,Xiamen University,tcss,1.0,0.25,2020
Min Long,Boise State University,tcss,1.0,0.25,2021
Min Zhan,Sichuan University,tcss,1.0,0.2,2019
Min Zhou 0003,Beijing Jiaotong University,tcss,1.0,0.25,2018
Min Zhou 0003,Beijing Jiaotong University,tcss,1.0,0.25,2019
Min Zhou 0003,Beijing Jiaotong University,tcss,1.0,0.2,2020
