"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Jessica Vitak,University of Maryland - College Park,us,Karla A. Badillo-Urquiola,University of Central Florida,us,2020,tsc
Jessica Vitak,University of Maryland - College Park,us,Zahra Ashktorab,IBM,us,2020,tsc
Jessica Vitak,University of Maryland - College Park,us,Pamela J. Wisniewski,University of Central Florida,us,2020,tsc
Jessica Vitak,University of Maryland - College Park,us,Brandon Brooks,Michigan State University,us,2014,socnet
Jessica Vitak,University of Maryland - College Park,us,Bernie Hogan,University of Oxford,us,2014,socnet
Jessica Vitak,University of Maryland - College Park,us,Cliff Lampe,University of Michigan,us,2014,socnet
Jessica Vitak,University of Maryland - College Park,us,Nicole B. Ellison,University of Michigan,us,2014,socnet
Nicole B. Ellison,University of Michigan,us,Jessica Vitak,University of Maryland - College Park,us,2014,socnet
Nicole B. Ellison,University of Michigan,us,Brandon Brooks,Michigan State University,us,2014,socnet
Nicole B. Ellison,University of Michigan,us,Bernie Hogan,University of Oxford,us,2014,socnet
Nicole B. Ellison,University of Michigan,us,Cliff Lampe,University of Michigan,us,2014,socnet
Pernille Bjørn,University of Copenhagen,dk,Karim Jabbar,University of Copenhagen,dk,2018,tsc
Vladimir Filkov,University of California - Davis,us,Chenbo Fu,Zhejiang University,cn,2018,tcss
Vladimir Filkov,University of California - Davis,us,Yun Xiang,Zhejiang University,cn,2018,tcss
Vladimir Filkov,University of California - Davis,us,Mingming Zhou,Zhejiang University,cn,2018,tcss
Vladimir Filkov,University of California - Davis,us,Zhefu Wu,Zhejiang University,cn,2018,tcss
Rosta Farzan,University of Pittsburgh,us,Yla R. Tausczik,University of Maryland - College Park,us,2018,tsc
Rosta Farzan,University of Pittsburgh,us,John M. Levine,University of Pittsburgh,us,2018,tsc
Rosta Farzan,University of Pittsburgh,us,Robert E. Kraut,Carnegie Mellon University,us,2018,tsc
Meeyoung Cha,KAIST,kr,Juan Antonio Navarro Pérez,Technical University of Munich,de,2012,snam
Meeyoung Cha,KAIST,kr,Hamed Haddadi,University of London,uk,2012,snam
Kenneth Joseph,Carnegie Mellon University,us,Wei Wei 0019,Carnegie Mellon University,us,2016,snam
Kenneth Joseph,Carnegie Mellon University,us,Huan Liu 0001,Arizona State University,us,2016,snam
Kenneth Joseph,Carnegie Mellon University,us,Kathleen M. Carley,Carnegie Mellon University,us,2016,snam
Wei Wei 0019,Carnegie Mellon University,us,Huan Liu 0001,Arizona State University,us,2016,snam
Wei Wei 0019,Carnegie Mellon University,us,Kenneth Joseph,Carnegie Mellon University,us,2016,snam
Wei Wei 0019,Carnegie Mellon University,us,Kathleen M. Carley,Carnegie Mellon University,us,2016,snam
Kristin L. Wood,Singapore University of Technology and Design,sg,David B. Smith 0001,CSIRO,au,2018,tcss
Kristin L. Wood,Singapore University of Technology and Design,sg,Tapan Kumar Saha,University of Queensland,us,2018,tcss
Kristin L. Wood,Singapore University of Technology and Design,sg,Chau Yuen,Singapore University of Technology and Design,sg,2018,tcss
Kristin L. Wood,Singapore University of Technology and Design,sg,Wayes Tushar,University of Queensland,us,2018,tcss
Kristin L. Wood,Singapore University of Technology and Design,sg,Wen-Tai Li,Singapore University of Technology and Design,sg,2018,tcss
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences,de,Bernardo A. Huberman,HP Labs,us,2014,tcss
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences,de,Markus Strohmaier,RWTH Aachen,us,2014,tcss
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences,de,Philipp Singer,Graz University of Technology,at,2014,tcss
Ofer Arazy,University of Haifa,il,Shakked Lev,University of Haifa,il,2020,tsc
Ofer Arazy,University of Haifa,il,Einat Minkov,University of Haifa,il,2020,tsc
Ofer Arazy,University of Haifa,il,Yiftach Nagar,University of Haifa,il,2020,tsc
Ofer Arazy,University of Haifa,il,Kexian Wu,Stevens Institute of Technology,us,2020,tsc
Ofer Arazy,University of Haifa,il,Alex Yarovoy,University of Haifa,il,2020,tsc
Ofer Arazy,University of Haifa,il,Aron Lindberg,Stevens Institute of Technology,us,2020,tsc
Renaud Lambiotte,University of Namur,be,Martin Gueuning,Catholic University,py,2019,tcss
Renaud Lambiotte,University of Namur,be,Jean-Charles Delvenne,Catholic University,py,2019,tcss
Renaud Lambiotte,University of Namur,be,Bivas Mitra,IIT Kharagpur,in,2019,tcss
Renaud Lambiotte,University of Namur,be,Ayan Kumar Bhowmick,IIT Kharagpur,in,2019,tcss
Yla R. Tausczik,University of Maryland - College Park,us,Xiaoyun Huang,University of Maryland - College Park,us,2019,tsc
Yla R. Tausczik,University of Maryland - College Park,us,Robert E. Kraut,Carnegie Mellon University,us,2018,tsc
Yla R. Tausczik,University of Maryland - College Park,us,John M. Levine,University of Pittsburgh,us,2018,tsc
Yla R. Tausczik,University of Maryland - College Park,us,Rosta Farzan,University of Pittsburgh,us,2018,tsc
Amos Azaria,Carnegie Mellon University,us,Sarit Kraus,Bar Ilan University,il,2014,tcss
Amos Azaria,Carnegie Mellon University,us,Ariella Richardson,Lev Academic Center,il,2014,tcss
Amos Azaria,Carnegie Mellon University,us,V. S. Subrahmanian,University of Maryland - College Park,us,2014,tcss
Ariella Richardson,Lev Academic Center,il,Sarit Kraus,Bar Ilan University,il,2014,tcss
Ariella Richardson,Lev Academic Center,il,Amos Azaria,Carnegie Mellon University,us,2014,tcss
Ariella Richardson,Lev Academic Center,il,V. S. Subrahmanian,University of Maryland - College Park,us,2014,tcss
Mark Zachry,University of Washington,us,David W. McDonald,University of Washington,us,2021,tsc
Cuihua Shen,University of California - Davis,us,Wenhong Chen,University of Texas at Austin,us,2015,socnet
Zahra Ashktorab,IBM,us,Jessica Vitak,University of Maryland - College Park,us,2020,tsc
Zahra Ashktorab,IBM,us,Karla A. Badillo-Urquiola,University of Central Florida,us,2020,tsc
Zahra Ashktorab,IBM,us,Pamela J. Wisniewski,University of Central Florida,us,2020,tsc
Jalal Mahmud,IBM,us,Mohammed Eunus Ali,Bangladesh University of Engineering and Technology,bd,2016,snam
Jalal Mahmud,IBM,us,Md. Saddam Hossain Mukta,Bangladesh University of Engineering and Technology,bd,2016,snam
Yun Huang 0001,Western University,ca,Mengxiao Zhu,Rutgers University,us,2013,socnet
Yun Huang 0001,Western University,ca,Noshir S. Contractor,Western University,ca,2013,socnet
Noshir S. Contractor,Western University,ca,Yun Huang 0001,Western University,ca,2013,socnet
Noshir S. Contractor,Western University,ca,Mengxiao Zhu,Rutgers University,us,2013,socnet
Noshir S. Contractor,Western University,ca,Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,us,2012,socnet
Noshir S. Contractor,Western University,ca,Marshall Scott Poole,University of Illinois at Urbana-Champaign,us,2012,socnet
Noshir S. Contractor,Western University,ca,Feniosky Peña-Mora,Columbia University,us,2012,socnet
Noshir S. Contractor,Western University,ca,Michelle Birkett,Western University,ca,2021,socnet
Noshir S. Contractor,Western University,ca,Nicholas A. Christakis,Yale Institute for Network Science,us,2021,socnet
Noshir S. Contractor,Western University,ca,Patrick Janulis,Western University,ca,2021,socnet
Noshir S. Contractor,Western University,ca,Bernie Hogan,University of Oxford,us,2021,socnet
Noshir S. Contractor,Western University,ca,Gregory Lee Phillips II,Western University,ca,2021,socnet
Noshir S. Contractor,Western University,ca,Alina Lungeanu,Pennsylvania State University,us,2021,socnet
Derek L. Hansen,Brigham Young University,us,Jennifer Golbeck,University of Maryland - College Park,us,2014,socnet
Richard Han,University of Colorado,us,Rahat Ibn Rafiq,University of Colorado,us,2016,snam
Richard Han,University of Colorado,us,Shivakant Mishra,Taibah University,sa,2016,snam
Richard Han,University of Colorado,us,Qin Lv,University of Colorado,us,2016,snam
Richard Han,University of Colorado,us,Homa Hosseinmardi,University of Colorado,us,2016,snam
Richard Han,University of Colorado,us,Sabrina Arredondo Mattson,University of Colorado,us,2016,snam
Kon Shing Kenneth Chung,Notre Dame University,lb,Azadeh Hemmati,University of Sydney,us,2016,snam
Kon Shing Kenneth Chung,Notre Dame University,lb,Mahendra Piraveenan,University of Sydney,us,2013,snam
Kon Shing Kenneth Chung,Notre Dame University,lb,Gnana Thedchanamoorthy,University of Sydney,us,2013,snam
Kon Shing Kenneth Chung,Notre Dame University,lb,Shahadat Uddin,University of Sydney,us,2013,snam
Lada A. Adamic,HP Labs,us,Eytan Adar,HP Labs,us,2005,socnet
Lada A. Adamic,HP Labs,us,Eytan Adar,HP Labs,us,2003,socnet
Sandeep Purao,Bentley University,us,David M. Murungi,Bentley University,us,2021,tsc
Sandeep Purao,Bentley University,us,David J. Yates,Bentley University,us,2021,tsc
Emma S. Spiro,University of California - Irvine,us,Carter T. Butts,University of California - Irvine,us,2013,socnet
Emma S. Spiro,University of California - Irvine,us,Ryan M. Acton,University of Massachusetts,us,2013,socnet
Suman Kalyan Maity,Western University,ca,Animesh Mukherjee 0001,Indian Institute of Technology,in,2018,tcss
Yun Huang 0003,Syracuse University,us,Yisi Sang,Syracuse University,us,2019,tsc
Yun Huang 0003,Syracuse University,us,Qunfang Wu,Syracuse University,us,2019,tsc
Brian Keegan,University of Colorado,us,Emily Porter,University of Washington,us,2020,tsc
Brian Keegan,University of Colorado,us,P. M. Krafft,University of Oxford,us,2020,tsc
Zhe Liu 0002,IBM,us,Bernard J. Jansen,Qatar Computing Research Institute,qa,2016,tcss
Bernard J. Jansen,Qatar Computing Research Institute,qa,Zhe Liu 0002,IBM,us,2016,tcss
Bernard J. Jansen,Qatar Computing Research Institute,qa,Joni Salminen,Qatar Computing Research Institute,qa,2018,snam
Bernard J. Jansen,Qatar Computing Research Institute,qa,Jisun An,Qatar Computing Research Institute,qa,2018,snam
Bernard J. Jansen,Qatar Computing Research Institute,qa,Soon-Gyo Jung,Qatar Computing Research Institute,qa,2018,snam
Bernard J. Jansen,Qatar Computing Research Institute,qa,Haewoon Kwak,Qatar Computing Research Institute,qa,2018,snam
Haewoon Kwak,Qatar Computing Research Institute,qa,Joni Salminen,Qatar Computing Research Institute,qa,2018,snam
Haewoon Kwak,Qatar Computing Research Institute,qa,Jisun An,Qatar Computing Research Institute,qa,2018,snam
Haewoon Kwak,Qatar Computing Research Institute,qa,Soon-Gyo Jung,Qatar Computing Research Institute,qa,2018,snam
Haewoon Kwak,Qatar Computing Research Institute,qa,Bernard J. Jansen,Qatar Computing Research Institute,qa,2018,snam
Angeliki Antoniou,University of the Peloponnese,gr,George Lepouras,University of the Peloponnese,gr,2017,snam
Angeliki Antoniou,University of the Peloponnese,gr,Costas Vassilakis,University of the Peloponnese,gr,2017,snam
Angeliki Antoniou,University of the Peloponnese,gr,Stavroula Bampatzia,University of the Peloponnese,gr,2017,snam
Angeliki Antoniou,University of the Peloponnese,gr,Ioannis Bourlakos,University of the Peloponnese,gr,2017,snam
Angeliki Antoniou,University of the Peloponnese,gr,Vassilis Poulopoulos,University of the Peloponnese,gr,2017,snam
Bernie Hogan,University of Oxford,us,Brandon Brooks,Michigan State University,us,2014,socnet
Bernie Hogan,University of Oxford,us,Cliff Lampe,University of Michigan,us,2014,socnet
Bernie Hogan,University of Oxford,us,Jessica Vitak,University of Maryland - College Park,us,2014,socnet
Bernie Hogan,University of Oxford,us,Nicole B. Ellison,University of Michigan,us,2014,socnet
Bernie Hogan,University of Oxford,us,Patrick Janulis,Western University,ca,2021,socnet
Bernie Hogan,University of Oxford,us,Michelle Birkett,Western University,ca,2021,socnet
Bernie Hogan,University of Oxford,us,Gregory Lee Phillips II,Western University,ca,2021,socnet
Bernie Hogan,University of Oxford,us,Noshir S. Contractor,Western University,ca,2021,socnet
Jana Diesner,University of Illinois at Urbana-Champaign,us,Jinseok Kim 0001,University of Illinois at Urbana-Champaign,us,2017,snam
Shakked Lev,University of Haifa,il,Alex Yarovoy,University of Haifa,il,2020,tsc
Shakked Lev,University of Haifa,il,Kexian Wu,Stevens Institute of Technology,us,2020,tsc
Shakked Lev,University of Haifa,il,Aron Lindberg,Stevens Institute of Technology,us,2020,tsc
Shakked Lev,University of Haifa,il,Ofer Arazy,University of Haifa,il,2020,tsc
Jonathon N. Cummings,Massachusetts Institute of Technology,us,Monica C. Higgins,Harvard University,us,2006,socnet
Karla A. Badillo-Urquiola,University of Central Florida,us,Jessica Vitak,University of Maryland - College Park,us,2020,tsc
Karla A. Badillo-Urquiola,University of Central Florida,us,Zahra Ashktorab,IBM,us,2020,tsc
Karla A. Badillo-Urquiola,University of Central Florida,us,Pamela J. Wisniewski,University of Central Florida,us,2020,tsc
Jürgen Pfeffer,Technical University of Munich,de,Cindarella Petz,Technical University of Munich,de,2021,socnet
Jürgen Pfeffer,Technical University of Munich,de,Michael K. Martin,Carnegie Mellon University,us,2013,snam
Jürgen Pfeffer,Technical University of Munich,de,Kathleen M. Carley,Carnegie Mellon University,us,2013,snam
Daniel S. Halgin,University of Kent,us,Zhi Huang,University of Kent,us,2020,socnet
Daniel S. Halgin,University of Kent,us,Stephen P. Borgatti,University of Kent,us,2020,socnet
Daniel S. Halgin,University of Kent,us,Giuseppe (Joe) Labianca,University of Kent,us,2014,socnet
Daniel S. Halgin,University of Kent,us,Daniel J. Brass,University of Kent,us,2014,socnet
Daniel S. Halgin,University of Kent,us,Stephen P. Borgatti,University of Kent,us,2014,socnet
Daniel S. Halgin,University of Kent,us,Virginie Kidwell-Lopez,University of Texas at Dallas,us,2014,socnet
Daniel S. Halgin,University of Kent,us,Jason M. Smith,Utah State University,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2012,socnet
Stephen P. Borgatti,University of Kent,us,José Luis Molina,Autonomous University of Barcelona,es,2021,socnet
Stephen P. Borgatti,University of Kent,us,Giuseppe (Joe) Labianca,University of Kent,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Daniel J. Brass,University of Kent,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Daniel S. Halgin,University of Kent,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Virginie Kidwell-Lopez,University of Texas at Dallas,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2014,socnet
Stephen P. Borgatti,University of Kent,us,Jason M. Smith,Utah State University,us,2014,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2000,socnet
Stephen P. Borgatti,University of Kent,us,Giuseppe (Joe) Labianca,University of Kent,us,2018,socnet
Stephen P. Borgatti,University of Kent,us,Johan H. Koskinen,University of Melbourne,us,2018,socnet
Stephen P. Borgatti,University of Kent,us,Joshua E. Marineau,Dakota State University,us,2018,socnet
Stephen P. Borgatti,University of Kent,us,Daniel J. Brass,University of Kent,us,2018,socnet
Stephen P. Borgatti,University of Kent,us,Chiara Broccatelli,University of Glasgow,uk,2018,socnet
Stephen P. Borgatti,University of Kent,us,Patrizia Vecchi,Washington University in St. Louis,us,2018,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2018,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2006,socnet
Stephen P. Borgatti,University of Kent,us,David Krackhardt,Carnegie Mellon University,us,2006,socnet
Stephen P. Borgatti,University of Kent,us,Kathleen M. Carley,Carnegie Mellon University,us,2006,socnet
Stephen P. Borgatti,University of Kent,us,Filip Agneessens,University of Trento,ru,2017,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2017,socnet
Stephen P. Borgatti,University of Kent,us,José Luis Molina,Autonomous University of Barcelona,es,2005,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2005,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2010,socnet
Stephen P. Borgatti,University of Kent,us,Linton C. Freeman,University of California - Irvine,us,2016,socnet
Stephen P. Borgatti,University of Kent,us,Ulrik Brandes,University of Konstanz,de,2016,socnet
Stephen P. Borgatti,University of Kent,us,Jukka Nyblom,University of Joensuu,fi,2003,socnet
Stephen P. Borgatti,University of Kent,us,Juha Roslakka,University of Joensuu,fi,2003,socnet
Stephen P. Borgatti,University of Kent,us,Mikko A. Salo,University of Joensuu,fi,2003,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2013,socnet
Stephen P. Borgatti,University of Kent,us,Daniel S. Halgin,University of Kent,us,2020,socnet
Stephen P. Borgatti,University of Kent,us,Martin G. Everett,University of Manchester,uk,2020,socnet
Stephen P. Borgatti,University of Kent,us,Zhi Huang,University of Kent,us,2020,socnet
Stephen P. Borgatti,University of Kent,us,Andrew Parker 0003,University of Exeter,uk,2001,socnet
Michael Macy,Cornell University,us,Vladimir Barash,Cornell University,us,2012,socnet
Michael Macy,Cornell University,us,Christopher J. Cameron,Cornell University,us,2012,socnet
Michael Macy,Cornell University,us,Christopher J. Cameron,Cornell University,us,2019,socnet
Michael Macy,Cornell University,us,George Berry,Cornell University,us,2019,socnet
Michael Macy,Cornell University,us,Patrick Park,Western University,ca,2019,socnet
Michael Macy,Cornell University,us,Vladimir Barash,Cornell University,us,2016,snam
Michael Macy,Cornell University,us,Clay Fink,Johns Hopkins University,us,2016,snam
Michael Macy,Cornell University,us,Christopher J. Cameron,Cornell University,us,2016,snam
Michael Macy,Cornell University,us,Aurora Schmidt,Johns Hopkins University,us,2016,snam
John M. Levine,University of Pittsburgh,us,Yla R. Tausczik,University of Maryland - College Park,us,2018,tsc
John M. Levine,University of Pittsburgh,us,Robert E. Kraut,Carnegie Mellon University,us,2018,tsc
John M. Levine,University of Pittsburgh,us,Rosta Farzan,University of Pittsburgh,us,2018,tsc
Javier Borge-Holthoefer,Open University,uk,Sandra González-Bailón,University of Pennsylvania,us,2018,socnet
Javier Borge-Holthoefer,Open University,uk,Pablo Piedrahíta,University of Zaragoza,es,2018,socnet
Javier Borge-Holthoefer,Open University,uk,Yamir Moreno,University of Zaragoza,es,2018,socnet
Walid Magdy,Khalifa University,ae,Alexander Robertson,University of Edinburgh,us,2020,tsc
Walid Magdy,Khalifa University,ae,Sharon Goldwater,University of Edinburgh,us,2020,tsc
Walid Magdy,Khalifa University,ae,Falk Scholer,Massachusetts Institute of Technology,us,2019,tsc
Walid Magdy,Khalifa University,ae,Ahmed Mourad,Massachusetts Institute of Technology,us,2019,tsc
Walid Magdy,Khalifa University,ae,Mark Sanderson,Massachusetts Institute of Technology,us,2019,tsc
Walid Magdy,Khalifa University,ae,Hassan Sajjad,Khalifa University,ae,2015,snam
Walid Magdy,Khalifa University,ae,Fabrizio Sebastiani 0001,Khalifa University,ae,2015,snam
Walid Magdy,Khalifa University,ae,Tarek El-Ganainy,Khalifa University,ae,2015,snam
Kwan-Liu Ma,University of California - Davis,us,Robert Faris,University of California - Davis,us,2014,socnet
Kwan-Liu Ma,University of California - Davis,us,Diane Felmlee,Pennsylvania State University,us,2014,socnet
Kwan-Liu Ma,University of California - Davis,us,Chris Muelder,University of California - Davis,us,2014,socnet
Kwan-Liu Ma,University of California - Davis,us,Tarik Crnovrsanin,University of California - Davis,us,2014,socnet
Aron Culotta,Illinois Institute of Technology,us,Ehsan Mohammady Ardehaly,Illinois Institute of Technology,us,2018,snam
Sara Y. Del Valle,Los Alamos National Laboratory,us,James Mac Hyman,Los Alamos National Laboratory,us,2007,socnet
Sara Y. Del Valle,Los Alamos National Laboratory,us,Herbert W. Hethcote,University of Iowa,us,2007,socnet
Sara Y. Del Valle,Los Alamos National Laboratory,us,Stephen G. Eubank,Los Alamos National Laboratory,us,2007,socnet
Neal Reeves,University of Southampton,uk,Chris Phethean,University of Southampton,uk,2018,tsc
Neal Reeves,University of Southampton,uk,Elena Simperl,University of Southampton,uk,2018,tsc
Neal Reeves,University of Southampton,uk,Ramine Tinati,University of Southampton,uk,2018,tsc
Neal Reeves,University of Southampton,uk,Todd Lynes,University of Southampton,uk,2018,tsc
Ramine Tinati,University of Southampton,uk,Chris Phethean,University of Southampton,uk,2018,tsc
Ramine Tinati,University of Southampton,uk,Elena Simperl,University of Southampton,uk,2018,tsc
Ramine Tinati,University of Southampton,uk,Neal Reeves,University of Southampton,uk,2018,tsc
Ramine Tinati,University of Southampton,uk,Todd Lynes,University of Southampton,uk,2018,tsc
Katie Z. Gach,University of Colorado,us,Jed R. Brubaker,University of Colorado,us,2020,tsc
Yuqing Mao,Nanjing University,cn,Haifeng Shen,Flinders University,au,2016,tcss
Haibin Zheng,Zhejiang University,cn,Shanqing Yu,Zhejiang University,cn,2019,tcss
Haibin Zheng,Zhejiang University,cn,Zhongyuan Ruan,Zhejiang University,cn,2019,tcss
Haibin Zheng,Zhejiang University,cn,Jinyin Chen,Zhejiang University,cn,2019,tcss
Haibin Zheng,Zhejiang University,cn,Lu Fan,The Hong Kong Polytechnic University,hk,2019,tcss
Haibin Zheng,Zhejiang University,cn,Xuanheng Xu,Zhejiang University,cn,2019,tcss
Haibin Zheng,Zhejiang University,cn,Yangyang Wu,Zhejiang University,cn,2019,tcss
Haibin Zheng,Zhejiang University,cn,Shanqing Yu,Zhejiang University,cn,2021,tcss
Haibin Zheng,Zhejiang University,cn,Jinyin Chen,Zhejiang University,cn,2021,tcss
Haibin Zheng,Zhejiang University,cn,Dan Zhang 0001,Zhejiang University,cn,2021,tcss
Haibin Zheng,Zhejiang University,cn,Shijing Shen,Zhejiang University,cn,2021,tcss
Haibin Zheng,Zhejiang University,cn,Yangyang Wu,Zhejiang University,cn,2021,tcss
Haibin Zheng,Zhejiang University,cn,Yixian Chen,Zhejiang University,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Zhenwen Zhang,Lanzhou University,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Shuqi Xu,UESTC,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Rongrong Jing,Chinese Academy of Sciences,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Zhihua Guo,Lanzhou University,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Xiaolong Zheng 0001,Chinese Academy of Sciences,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Zepeng Li,Lanzhou University,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2021,tcss
Lifang Li,South China University of Technology,cn,Qingpeng Zhang,City University of Hong Kong,hk,2021,tcss
Lifang Li,South China University of Technology,cn,Jun Jason Zhang,Wuhan University,cn,2020,tcss
Lifang Li,South China University of Technology,cn,Wei Duan,National University of Defense Technology,cn,2020,tcss
Lifang Li,South China University of Technology,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2020,tcss
Lifang Li,South China University of Technology,cn,Lingxi Li,Indiana University,us,2020,tcss
Lifang Li,South China University of Technology,cn,Tianlu Gao,Wuhan University,cn,2020,tcss
Lifang Li,South China University of Technology,cn,Kelvin Kam-fai Tsoi,Chinese University of Hong Kong,hk,2020,tcss
Lifang Li,South China University of Technology,cn,Qingpeng Zhang,City University of Hong Kong,hk,2020,tcss
Lifang Li,South China University of Technology,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Zhiyong Zhang 0002,Xi'an Jiaotong University,cn,Kanliang Wang,Henan University of Science and Technology,cn,2013,snam
Xishuang Dong,Texas A&M University,us,Uboho Victor,Texas A&M University,us,2020,tcss
Hairong Dong,Beijing Jiaotong University,cn,Zikai Zhang,Beijing Jiaotong University,cn,2020,tcss
Hairong Dong,Beijing Jiaotong University,cn,Yidong Li,Beijing Jiaotong University,cn,2020,tcss
Hairong Dong,Beijing Jiaotong University,cn,Qi Meng,Beijing Jiaotong University,cn,2019,tcss
Hairong Dong,Beijing Jiaotong University,cn,Min Zhou 0003,Beijing Jiaotong University,cn,2019,tcss
Zhuming Bi,Indiana University,us,Li Da Xu,Old Dominion University,us,2019,tcss
Zhuming Bi,Indiana University,us,Nuttirudee Charoenruk,Chulalongkorn University,th,2019,tcss
Zhuming Bi,Indiana University,us,Wattana Viriyasitavat,Chulalongkorn University,th,2019,tcss
Zhuming Bi,Indiana University,us,Assadaporn Sapsomboon,Chulalongkorn University,th,2019,tcss
Zhuming Bi,Indiana University,us,Danupol Hoonsopon,Chulalongkorn University,th,2019,tcss
Zhuming Bi,Indiana University,us,Vitara Pungpapong,Chulalongkorn University,th,2019,tcss
Zhuming Bi,Indiana University,us,Li Da Xu,Old Dominion University,us,2020,tcss
Zhuming Bi,Indiana University,us,Wattana Viriyasitavat,Chulalongkorn University,th,2020,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Jianxin Li 0001,Deakin University,au,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Gaoxing Zhao,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Kai Ma 0003,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Feng Xia 0001,Federation University Australia,au,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Liangtian Wan,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Wei Wang 0077,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Jiaying Liu 0006,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Qiuyuan Yang,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Yajie Shi,Dalian University of Technology,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Menglin Li,Northeast Normal University,cn,2019,tcss
Xiangjie Kong 0001,Dalian University of Technology,cn,Huijie Zhang,Dalian University of Technology,cn,2019,tcss
Qiang Yang 0004,Zhejiang University,cn,Bo Zhou 0001,Liverpool John Moores University,uk,2018,tcss
Qiang Yang 0004,Zhejiang University,cn,Stephen Tang 0001,Liverpool John Moores University,uk,2018,tcss
Qiang Yang 0004,Zhejiang University,cn,Po Yang 0001,Liverpool John Moores University,uk,2018,tcss
Qiang Yang 0004,Zhejiang University,cn,Curtis L. Maines,Liverpool John Moores University,uk,2018,tcss
Yidong Li,Beijing Jiaotong University,cn,Zikai Zhang,Beijing Jiaotong University,cn,2020,tcss
Yidong Li,Beijing Jiaotong University,cn,Hairong Dong,Beijing Jiaotong University,cn,2020,tcss
Dan Zhang 0001,Zhejiang University,cn,Shanqing Yu,Zhejiang University,cn,2021,tcss
Dan Zhang 0001,Zhejiang University,cn,Jinyin Chen,Zhejiang University,cn,2021,tcss
Dan Zhang 0001,Zhejiang University,cn,Haibin Zheng,Zhejiang University,cn,2021,tcss
Dan Zhang 0001,Zhejiang University,cn,Shijing Shen,Zhejiang University,cn,2021,tcss
Dan Zhang 0001,Zhejiang University,cn,Yixian Chen,Zhejiang University,cn,2021,tcss
Michael Kaufmann 0001,University of Tübingen,de,Katharina Anna Zweig,University of Kaiserslautern,de,2011,snam
Viktor K. Prasanna,University of Southern California,us,Eric Rice,University of Southern California,us,2019,snam
Viktor K. Prasanna,University of Southern California,us,Ajitesh Srivastava,University of Southern California,us,2019,snam
Viktor K. Prasanna,University of Southern California,us,Rajgopal Kannan,University of Southern California,us,2019,snam
Viktor K. Prasanna,University of Southern California,us,Nicholas Barr,University of Southern California,us,2019,snam
Viktor K. Prasanna,University of Southern California,us,Robin Petering,University of Southern California,us,2019,snam
Viktor K. Prasanna,University of Southern California,us,Ajitesh Srivastava,University of Southern California,us,2015,snam
Viktor K. Prasanna,University of Southern California,us,Charalampos Chelmis,University of Southern California,us,2015,snam
Viktor K. Prasanna,University of Southern California,us,Charalampos Chelmis,University of Southern California,us,2013,snam
Viktor K. Prasanna,University of Southern California,us,Ajitesh Srivastava,University of Southern California,us,2016,snam
