Ronald S. Burt,0,"Department of Sociology, Graduate School of Business, University of Chicago, Chicago, IL 60637, USA"
Scott L. Feld,0,"Department of Sociology, Louisiana State University, Baton Rouge, LA 70803, USA"
William C. Carter,0,"Cecil G. Sheps Center for Health Services at the University of North Carolina, Chapel Hill, NC, USA"
Ove Frank,0,"Department of Statistics, Stockholm University, S-10691 Stockholm, Sweden"
Noah E. Friedkin,0,"Department of Sociology, University of California - Santa Barbara, CA 93106, USA"
Eugene C. Johnsen,0,"Department of Mathematics, University of California - Santa Barbara, CA, USA"
Peter V. Marsden,0,"Department of Sociology, Harvard University, 630 William James Hall, 33 Kirkland Street, Cambridge, MA 02138, USA"
Philippa Pattison,0,"Department of Psychology, University of Melbourne, Parkville, Vic. 3010, Australia"
Ronald L. Breiger,0,"Department of Sociology, University of Arizona, Tucson, AZ, USA"
Peter V. Marsden,0,"Department of Sociology, Harvard University, 630 William James Hall, 33 Kirkland Street, Cambridge, MA 02138, USA"
Norman P. Hummon,0,"Department of Sociology, University of Pittsburgh, 2J22 Wesley W. Posvar Hall, Pittsburgh, PA 15260, USA"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, 2J22 Wesley W. Posvar Hall, Pittsburgh, PA 15260, USA"
Maarten Marx,0,"Language and Inference Technology Group, ILLC, Universiteit van Amsterdam, University of Amsterdam, Nieuwe Achtergracht 166, 1018 WV Amsterdam, The Netherlands"
Michael Masuch,0,"Language and Inference Technology Group, ILLC, Universiteit van Amsterdam, University of Amsterdam, Nieuwe Achtergracht 166, 1018 WV Amsterdam, The Netherlands"
Hester H. S. Moerbeek,0,"Department of Sociology of Consumers and Households, Wageningen University, Wageningen, The Netherlands"
Ariana Need,0,"Department of Sociology, University of Nijmegen, Nijmegen, The Netherlands"
Mark E. J. Newman,0,"Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501, USA"
Jeroen Bruggeman,0,"Department of Sociology and Anthropology, Universiteit van Amsterdam, University of Amsterdam, Oudezijds Achterburgwal 185, 1012 DK Amsterdam, The Netherlands"
Gianluca Carnabuci,0,"Department of Sociology and Anthropology, Universiteit van Amsterdam, University of Amsterdam, Oudezijds Achterburgwal 185, 1012 DK Amsterdam, The Netherlands"
Ivar E. Vermeulen,0,"Applied Logic Laboratory, Universiteit van Amsterdam, University of Amsterdam, Nieuwe Achtergracht 166, 1018 VW Amsterdam, The Netherlands"
Carter T. Butts,0,"Department of Sociology, Institute for Mathematical Behavioral Sciences, University of California - Irvine, CA 92697, USA"
Peter D. Killworth,0,"James Rennell Division, Southampton Oceanography Centre, European Way, Southampton, Hants SO14 3ZH, UK"
Christopher McCarty,0,"University of Florida, Gainesville, FL, USA"
H. Russell Bernard,0,"University of Florida, Gainesville, FL, USA"
Eugene C. Johnsen,0,"University of California - Santa Barbara, CA, USA"
John Domini,0,"University of Florida, Gainesville, FL, USA"
Gene A. Shelley,0,"Georgia State University, Atlanta, GA, USA"
George R. Barnes,0,"Department of Mathematics, University of Louisville, Louisville, KY 40292, USA"
Patricia B. Cerrito,0,"Department of Mathematics, University of Louisville, Louisville, KY 40292, USA"
Inessa Levi,0,"Department of Mathematics, University of Louisville, Louisville, KY 40292, USA"
Jukka Nyblom,0,"Department of Statistics, University of Joensuu, P.O. Box 111, 80101 Joensuu, Finland"
Stephen P. Borgatti,0,"Boston College, Boston, MA, USA"
Juha Roslakka,0,"Department of Social Policy, University of Joensuu, P.O. Box 111, 80101 Joensuu, Finland"
Mikko A. Salo,0,"Department of Social Policy, University of Joensuu, P.O. Box 111, 80101 Joensuu, Finland"
Jonathon N. Cummings,0,"Sloan School of Management, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139-4307, USA"
Rob Cross,0,"McIntire School of Commerce, University of Virginia, Virginia, USA"
Lada A. Adamic,0,"HP Labs, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
Eytan Adar,0,"HP Labs, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
Matthijs Kalmijn,0,"Tilburg University, P.O. Box 90.153, 5000 LE Tilburg, The Netherlands"
Shin-Kap Han,0,"Department of Sociology, University of Illinois at Urbana-Champaign, 326 Lincoln Hall, MC-454, Urbana, IL 61801, USA"
Kazuo Yamaguchi,0,"Department of Sociology, University of Chicago, 1126 E 59th Street, Chicago, IL 60637, USA"
Elizabeth Costenbader,0,"Department of Population and Family Health Sciences, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University, 615 N. Wolfe St., Baltimore, MD 21205, USA"
Thomas W. Valente,0,"Department of Preventive Medicine, University of Southern California School of Medicine, 1000 Fremont Avenue, Building A Room 5133, Alhambra, CA 91803, USA"
Miranda J. Lubbers,0,"Institute for Educational Research, GION, University of Groningen, Grote Rozenstraat 3, 9712 TG Groningen, The Netherlands"
William S. Lovejoy,0,"Business School, University of Michigan, 701 Tappan, Ann Arbor, MI 48109, USA"
Christoph H. Loch,0,"HP Labs, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
Linton C. Freeman,0,"Department of Sociology, School of Social Sciences, University of California - Irvine, SSPA 2143, CA 92697-5100, USA"
Ronald L. Breiger,0,"Department of Sociology, School of Social Sciences, University of California - Irvine, SSPA 2143, CA 92697-5100, USA"
Deirdre M. Kirke,0,"Department of Sociology, National University of Ireland, Maynooth, Co. Kildare, Ireland"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, 2G245 WWPH, Pittsburgh, PA 15260, USA"
Vladimir Batagelj,0,"University of Ljubljana, Ljubljana, Slovenia"
Anuska Ferligoj,0,"University of Ljubljana, Ljubljana, Slovenia"
Chris Baerveldt,0,"Department of Sociology, and of Child and Adolescent Studies, Utrecht University, P.O. Box 80.140, 3508 TC Utrecht, The Netherlands"
Marijtje A. J. Van Duijn,0,"Department of Sociology/Statistics and Measurement Theory, University of Groningen, Groningen, The Netherlands"
Lotte Vermeij,0,"Department of Sociology, Utrecht University, Utrecht, The Netherlands"
Dianne A. Van Hemert,0,"Department of Psychology, Tilburg University, Tilburg, The Netherlands"
Charles Kadushin,0,"Cohen Center for Modern Jewish Studies and Heller School of Social Policy and Management, Brandeis University, Waltham, MA 02154, USA"
Wayne E. Baker,0,"Business School, University of Michigan, 701 Tappan Street, Ann Arbor, MI 48109-1234, USA"
Robert R. Faulkner,0,"University of Massachusetts, MA, USA"
John Skvoretz,0,"University of South Carolina, Columbia, SC 29208, USA"
Thomas J. Fararo,0,"University of Pittsburgh, Pittsburgh, PA, USA"
Filip Agneessens,0,"Ghent University, Ghent, Belgium"
Frits van Merode,0,"Department of Health Organization, Policy and Economics, Maastricht University, P.O. Box 616, 6200 MD Maastricht, The Netherlands"
Anna Nieboer,0,"Institute of Health Policy and Management, Erasmus MC, P.O. Box 1738, 3000 DR Rotterdam, The Netherlands"
Hans Maarse,0,"Department of Health Organization, Policy and Economics, Maastricht University, P.O. Box 616, 6200 MD Maastricht, The Netherlands"
Harm Lieverdink,0,"CTU, P.O. Box 459, 1180 AC Amstelveen, The Netherlands"
Petter Holme,0,"Department of Physics, Umeå University, S-901 87 Umeå, Sweden"
Christofer R. Edling,0,"Department of Sociology, Stockholm University, S-106 91 Stockholm, Sweden"
Fredrik Liljeros,0,"Department of Sociology, Stockholm University, S-106 91 Stockholm, Sweden"
María Guadalupe Ramírez Ortiz,0,"Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security, UMF No. 93, IMSS, Av. Tonla 121, CP 45 400 Tonala, Jalisco, Mexico"
José Ramiro Caballero Hoyos,0,"Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security, UMF No. 93, IMSS, Av. Tonla 121, CP 45 400 Tonala, Jalisco, Mexico"
María Guadalupe Ramírez López,0,"Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security, UMF No. 93, IMSS, Av. Tonla 121, CP 45 400 Tonala, Jalisco, Mexico"
Phillip Bonacich,0,"Department of Sociology, University of California - Los Angeles, 2201 Hershey Hall, P.O. Box 951551, CA 90095-1551, USA"
Annie Cody Holdren,0,"Department of Sociology, University of California - Los Angeles, 2201 Hershey Hall, P.O. Box 951551, CA 90095-1551, USA"
Michael Johnston,0,"Department of Sociology, University of California - Los Angeles, 2201 Hershey Hall, P.O. Box 951551, CA 90095-1551, USA"
Christian Tallberg,0,"Department of Statistics, Stockholm University, Stockholm, Sweden"
Uwe Matzat,0,"Department of Technology Management, Eindhoven University of Technology, PO Box 513, 5600 MB Eindhoven, The Netherlands"
Garry Robins,0,"Department of Psychology, School of Behavioural Science, University of Melbourne, Melbourne, Vic. 3010, Australia"
Philippa Pattison,0,"Department of Psychology, School of Behavioural Science, University of Melbourne, Melbourne, Vic. 3010, Australia"
Jodie Woolcock,0,"Department of Psychology, School of Behavioural Science, University of Melbourne, Melbourne, Vic. 3010, Australia"
Phillip Bonacich,0,"Department of Sociology, University of California - Los Angeles, CA 90095, USA"
Alexandra Marin,0,"Department of Sociology, Harvard University, William James Hall, 33 Kirkland St. Cambridge, MA 02138, USA"
Masaki Tomochi,0,"Faculty of Policy Studies, Chuo University, 742-1 Hachioji, Tokyo 192-0393, Japan"
W. Craig Carter,0,"Department of Sociology and Anthropology, Middle Tennessee State University, Murfreesboro, TN 37129, USA"
Scott L. Feld,0,"Department of Sociology and Anthropology, Purdue University, West Lafayette, IN 47907, USA"
Phillip Bonacich,0,"Department of Sociology, University of California - Los Angeles, 297 Haines Hall, 375 Portola Plaza, Los Angeles, CA 90095, USA"
Paulette Lloyd,0,"Department of Sociology, University of California - Los Angeles, 297 Haines Hall, 375 Portola Plaza, Los Angeles, CA 90095, USA"
George A. Barnett,0,"Department of Communication, School of Informatics, University at Buffalo (SUNY), 331 Baldy Hall, Buffalo, NY 14260, USA"
Rick Grannis,0,"Department of Sociology, University of California - Los Angeles, USA"
Patrick Doreian,0,"Department of Sociology, University of Pittsburgh, 2G245 WWPH, Pittsburgh, PA 15260, USA"
Vladimir Batagelj,0,"University of Ljubljana, Ljubljana, Slovenia"
Anuska Ferligoj,0,"University of Ljubljana, Ljubljana, Slovenia"
Elizabeth Costenbader,0,"Department of Population and Family Health Sciences, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University, 615 N. Wolfe St., Baltimore, MD 21205, USA"
Thomas W. Valente,0,"Department of Preventive Medicine, University of Southern California School of Medicine, 1000 Fremont Avenue, Building A Room 5133, Alhambra, CA 91803, USA"
Martin Van Der Gaag,0,"ICS, Free University, Amsterdam, The Netherlands"
Tom A. B. Snijders,0,"ICS, University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Martin G. Everett,0,"University of Westminster, 35 Marylebone Road, London NW1 5LS, UK"
Stephen P. Borgatti,0,"Department of Organization Studies, Carroll Graduate School of Management, Boston College, Chestnut Hill, MA 02467, USA"
M. E. J. Newman,0,"Center for the Study of Complex Systems, University of Michigan, Ann Arbor, MI 48109-1120, USA"
Stephen P. Borgatti,0,"Department of Organization Studies, Boston College, Carroll School of Management, Chestnut Hill, MA 02467, USA"
Barbara Zemljic,0,"Radiotelevision Slovenija, Kolodvorska 2, SI-1550 Ljubljana, Slovenia"
Valentina Hlebec,0,"Faculty of Social Sciences, University of Ljubljana, Kardeljeva pl. 5, 1000 Ljubljana, Slovenia"
Ronald L. Breiger,0,"Department of Sociology, University of Arizona, Tucson, AZ 85721-0027, USA"
Rebecca Goolsby,0,"Office of Naval Research-Code 342, Cognitive, Neural, and Social S&T Division, USA"
Stephen P. Borgatti,0,"Department of Organization Studies, Carroll School of Management, Boston College, Fulton Hall, 140 Commonwealth Avenue, Chestnut Hill, MA 02467, USA"
José Luis Molina,0,"Universitat Autònoma de Barcelona, Autonomous University of Barcelona, Barcelona E-08193, Spain"
Alden S. Klovdahl,0,"School of Social Sciences, Australian National University, The Faculties, Haydon-Allen 2171, Canberra, ACT 0200, Australia"
Charles Kadushin,0,"Cohen Center for Modern Jewish Studies and Heller School of Social Policy and Management, Brandeis University, Waltham, MA 02154, USA"
Claude S. Fischer,0,"University of California - Department of Sociology, 402 Barrows Hall, 94720-1980, USA"
Yang-chih Fu,0,"Institute of Sociology, Academia Sinica, Taipei 115, Taiwan"
Lada A. Adamic,0,"HP Labs, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
Eytan Adar,0,"HP Labs, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
Tina Kogovsek,0,"Faculty of Social Sciences, University of Ljubljana, Kardeljeva pl. 5, 1000 Ljubljana, Slovenia"
Anuska Ferligoj,0,"Faculty of Social Sciences, University of Ljubljana, Kardeljeva pl. 5, 1000 Ljubljana, Slovenia"
Simona Bignami-Van Assche,0,"Harvard University Initiative for Global Health, 104 Mt. Auburn Street, Cambridge, MA 02138, USA"
Rance P. L. Lee,0,"Department of Sociology, The Chinese University of Hong Kong, Hong Kong"
Danching Ruan,0,"Department of Sociology, Hong Kong Baptist University, Hong Kong"
Gina Lai,0,"Department of Sociology, Hong Kong Baptist University, Hong Kong"
Karl M. van Meter,0,"LASMAS-CNRS, 59 ru Pouchet, 75017 Paris, France"
Claire Bidart,0,"CNRS, Laboratoire d’Economie et de Sociologie du Travail LEST, Université de la Méditerranée, UMR 6123 13200 Aix-en-Provence, France"
Alain Degenne,0,"Centre National de la Recherche Scientifique Laboratoire d’Analyse Sociologique et des Méthodes Appliquées aux Sciences Sociales Institut du Longitudinal, UMR 8097, MRSH, université de université de caen, University of Caen, 14032 université de caen, University of Caen, France"
Michel Grossetti,0,"Chercheur au CNRS, CIRUS-CERS, CNRS and the University of Toulouse le Mirail, 5 Allées A. Machado, 31058 Toulouse Cedex 9, France"
Dominique Cardon,0,"Laboratoire de sociologie des usages, France Télécom R&D, France"
